Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"Socioeconomic and Gender Inequalities in Home Learning during the COVID-19 Pandemic: Examining the Roles of the Home Environment, Parent Supervision, and Educational Provisions","Easterbrook, Matthew J.; Doyle, Lewis; Grozev, Vladislav H.; Kosakowska-Berezecka, Natasza; Harris, Peter R.; Phalet, Karen","Objective: School closures due to the COVID-19 pandemic left millions of pupils to continue their education at home. We investigated gender and socioeconomic inequalities in pupils' home learning, and some mechanisms underlying those inequalities. Method: We analysed online survey responses from 3,167 parents collected between May and July 2020 in the UK, when most schools were closed. Results: Boys, pupils who were eligible for free school meals (FSM), pupils from families that were financially struggling, and pupils whose parents had not graduated from university were less engaged and spent less time home learning. Pupils of non-graduate parents found home learning challenging because they were less likely to have someone in their home who could supervise their work. Pupils eligible for FSM and from financially struggling families found home learning challenging because of noise, a lack of space, lack of technology and insufficient internet in their homes. The quality of educational resources schools provided positively predicted engagement and learning for all pupils. Conclusion: Pupils from lower socioeconomic status families and boys were less involved with home learning, although for different reasons. We discuss how these findings can inform policy and practice to reduce educational inequalities resulting from school closures.",2023,,Educational and Developmental Psychologist,40,1,27-39,2821961302; EJ1373358,https://doi.org/10.1080/20590776.2021.2014281,,#157,Easterbrook 2023,"",""
Texas Special Education Cap's Associations with Disability Identification Disparities of Racial and Language Minority Students,"Morgan, Paul L.; Woods, Adrienne D.; Wang, Yangyang; Gloski, Cecelia A.","We used time-varying effect modelling of two very large samples of fourth-grade students (N[subscript reading] = 148,240, N[subscript mathematics] = 152,220) to investigate associations between adoption and over-time implementation of a de facto cap on special education service receipt and over-time likelihoods of disability identification from 2003 to 2017 for Texas students including those from historically marginalized communities. Following the cap's adoption, Texas students who are Black or English Language Learners (ELLs) were gradually less likely to have been identified as having disabilities than students in adjoining statues who are Black or ELLs in analyses adjusting for individual academic achievement, family economic disadvantage, school fixed effects, and other explanatory factors. Findings provide additional evidence of the cap's specific associations with disability identification disparities for demographic populations especially likely to have experienced violations of the Individuals with Disabilities Education Act's Child Find and free and appropriate public education requirements.",2023,,Exceptional Children,89,2,125-141,2760532650; EJ1357974,https://doi.org/10.1177/00144029221109849,,#158,Morgan 2023,"",""
A Comparison of Earnings Related to Higher Technical and Academic Education,"Espinoza, Héctor; Speckesser, Stefan","Not much is known about higher technical education in England, but current education policy looks positively at it to improve labour productivity and social mobility. We provide updated estimates of individual earnings differentials associated with such education, compared to achieving degrees, for all secondary school leavers in 2003. We find an early advantage of higher technical education, which erode over time. By age 30, most degree holders earn more. However, for men with higher technical education in STEM, earnings remain significantly above those of many degree holders. For women, such differences were not found.",2022,,Education Economics,30,6,644-659,2861317567; EJ1370665,https://doi.org/10.1080/09645292.2022.2035321,,#159,Espinoza 2022,"",""
A Forgotten Underrepresented Group: Students with Disabilities' Entrance into STEM Fields,"Lee, Ahlam",This study examined factors associated with students with disabilities (SWDs)' STEM major choice in postsecondary institutions. The major findings included: (1) SWDs with difficulty conversing had a greater likelihood of choosing STEM majors compared with their counterparts without such a difficulty in both two- and four-year institutions; (2) SWDs with strengths in STEM-related domains were more likely to choose STEM majors than their counterparts in four-year institutions; and (3) SWDs from lower income backgrounds were more likely to choose STEM majors compared with their higher-income counterparts regardless of the institution type. The study recommends a comprehensive approach to providing academic resources and career counselling to meet the needs of different individuals among this underrepresented population.,2022,,"International Journal of Disability, Development and Education",69,4,1295-1312,2861280475; EJ1356415,https://doi.org/10.1080/1034912X.2020.1767762,,#160,Lee 2022,"",""
Houston-Louis Stokes Alliance for Minority Participation: Findings from 17 Years of a Multi-Institutional Consortium Focused on Building Minority Student Success in STEM,"Ghazzawi, Dina; Pattison, Donna Lynn; Horn, Catherine; Wilson, Bobby","This rich, longitudinally descriptive study provides an examination of program outcomes, student characteristics, and workforce outcomes of the Houston-Louis Stokes Alliance for Minority Participation (H-LSAMP) program. Utilizing data from the University of Houston's Education Research Center, this study offers a detailed analysis of the long-term effects of participation in the H-LSAMP program, from high school to university and into the workforce. Findings from this study revealed that only 25% of the high school campuses attended by H-LSAMP students had a high proportion of economically disadvantaged students. In addition, nearly 75% of undergraduate students enrolled in the program graduated within the timeframe of the study, half of which were from Black and Latinx backgrounds.",2022,,Electronic Journal for Research in Science & Mathematics Education,26,3,1-18,2860905876; EJ1366243,,,#161,Ghazzawi 2022,"",""
Gender Differences in the Relationships between Research Impact and Compensation and Promotion: A Case Study among PhD/PharmD Medical/Dental School Faculty,"McGee, Andrew; Lacy, Paige; Oswald, Anna; Rosychuk, Rhonda J.","We examine whether the effects of research impact on faculty compensation and promotion to full professor differ for male and female associate and full professors in the Faculty of Medicine & Dentistry at the University of Alberta. We exclude faculty with MDs and DDSs and proxy for research impact using the faculty member's h-index, where h represents the number of publications that have been cited at least h times. We find that while the compensation of male faculty members increases by 0.6% for every one-unit increase in the h-index, the compensation of female faculty is essentially uncorrelated with their h-indices. We likewise find that for female faculty to be promoted to full professor they have to have higher research impact proxies than their male peers. Our findings highlight the urgent need for more research on the gendered relationships between research impact and career rewards among faculty.",2022,,Canadian Journal of Higher Education,52,2,96-122,2860881774; EJ1357735,,,#162,McGee 2022,"",""
"""I Just Didn't Feel Like a Student Anymore:"" Student Responses to Emergency Distance Learning","Tate, Tamara; McPartlan, Peter; Baker, Rachel; Aubele, Joseph; Warschauer, Mark","This paper describes the results of surveys and interviews from over 1800 students in five large STEM classes at a research university when classes abruptly moved online for spring quarter 2020 due to the COVID-19 pandemic. We examine how students' expectations compared to their realities at the end of the quarter; what factors impacted their spring 2020 quarter; and students' academic sense of belonging, self-efficacy, cost of engagement, and effort regulation in spring 2020. We contextualize students' experiences of emergency distance learning (EDL) through quantitative comparisons to previous quarters, open survey responses, and interviews. We also examine heterogeneity with respect to race/ethnicity, gender, first-generation college students, and students from low-income families. We find that there are reasons to expect increased achievement gaps post-EDL, but we also find examples of resiliency and improved self-regulated learning that will be life-long assets for students. Our goal in this paper is to use exploratory findings from one particular context to help identify potential ways to disrupt the reproduction and deepening of educational inequality exacerbated by the crisis, and educational opportunities in these unconventional times.",2022,,Peabody Journal of Education,97,3,369-389,2860873250; EJ1359458,https://doi.org/10.1080/0161956X.2022.2088176,,#163,Tate 2022,"",""
How the Academic Profession Is Perceived in Public Technological Universities in Mexico,"Vega, José Luis Arcos; Quintero, Marja Johana López; Ortega, Marcos Alberto Coronado; Paredes, Marissa López","In this descriptive study, we utilized the national database that was obtained from the international APIKS, Academic Profession in the Knowledge -- Basic Society survey, where 3,776 Mexican professors participated from the different public research centers, federal public institutions, state public institutions, technological public institutions, as well as from private institutions. This research emphasizes on the analysis of the public technological institution subsystem, in the variables of gender, preference between teaching and research contract situation, salary, labor and salary, professional environment, that are part of the elements composing the instrument applied to the professors working in higher education institutions. One of the purposes is to find out more about productivity, degree of satisfaction about the conditions and academic work nationwide.",2022,,Higher Education Studies,12,3,155-161,2860857405; EJ1361265,,,#164,Vega 2022,"",""
"ICT Integration Approach: A Comparative Study of Physical Education and Sports Teachers and Language, Science and Humanities Teachers","Koç, Yakup; Mutlu, Ahmet","In this study, it was aimed to determine the information and communication technologies integration approaches of physical education and sports teachers and language, science and humanities teachers. A survey model was used in the research. The research group consisted of teachers working in public high schools affiliated with the Ministry of National Education in Istanbul for 2020-2021 academic year and who were selected by a simple random sampling method. In this context, the research was conducted with 619 teachers. ""Personal Information Form"" and ""Information and Communication Technologies Integration Approaches Scale"" were used as data collection tools. In the analysis of the obtained data, descriptive statistics, a t-test, a one-way ANOVA, and the Pearson product-moment correlation coefficient were used. As a result, it was understood that information and communication technologies integration levels of physical education and sports teachers were significantly lower than language, science and humanities teachers. It was determined that the information and communication technology integration levels of the physical education and sports teachers differed significantly according to their in-service training status. In addition, the information and communication technology integration levels of language, science, and humanities teachers differed significantly according to in-service training, finding their income levels sufficient, choosing the profession willingly, and marital status.",2022,,Journal on School Educational Technology,18,1,1-11,2860856496; EJ1361176,,,#165,Koç 2022,"",""
Scaling up Community College Baccalaureates in Washington State: Labor Market Outcomes and Equity Implications for Higher Education,"Meza, Elizabeth Apple; Bragg, Debra D.","Community and technical colleges in Washington state were early adopters in the growing trend to offer bachelor's degrees, actively expanding these degrees over the last 15 years. This study describes the evolving state policy landscape on community college baccalaureate (CCB) degrees in Washington in certain programs previously classified as terminal career-technical education and assesses labor market outcomes for graduates of three high-demand program areas conferring these degrees. Comparing bachelor's graduates of community colleges to regional university graduates, CCB graduates demonstrated slightly higher employment and earnings in the first quarter post-graduation. However, university graduates caught up to approximately the same or slightly higher earnings as CCB graduates by three years post-graduation. Differences in age and prior work experience of graduates in the two groups may help explain these findings but variation in employment and earnings by gender and race were persistent for both groups, with pronounced disparities for female and some racially minoritized graduates. These findings can inform state policy on baccalaureate attainment, CCB degrees as well as university bachelor's degrees, to help address inequities in higher education. Future studies evaluating the effects of college degrees on employment and earnings may also be enriched by these results.",2022,,Education Policy Analysis Archives,30,140,,2860852634; EJ1362008,,,#166,Meza 2022,"",""
What's Next? Soon-to-Be STEM Graduates on Their Post-Graduate Plans,"Park, Julie J.; Kim, Young K.; Lue, Kristyn; Parikh, Roshan M.","We examined key influences on STEM college seniors' postgraduate plans. Using data from the National Longitudinal Study of Freshmen we utilized multilevel modeling to identify variables associated with planning to pursue a STEM-related job or STEM graduate study after graduation. Key findings emphasize the importance of volunteering and extracurricular activities for women, as well as lower-income and underrepresented racially minoritized students, as well as the relevance of interaction with faculty. Findings also suggest that a certain amount of ""opportunity hoarding"" exists among majority-status students. We conclude with implications for creating more welcoming, inclusive, and diverse STEM environments.",2022,,Research in Higher Education,63,8,1343-1367,2732215780; EJ1353024,https://doi.org/10.1007/s11162-022-09685-9,,#167,Park 2022,"",""
Implicit Gender-Science Stereotypes and College-Major Intentions of Italian Adolescents,"De Gioannis, Elena","Gender stereotypes are often viewed as one of the root causes of the gender gap in STEM. According to Eccles' model, they would indirectly influence major choices by shaping expectations of success and values attached to the viable options. However, empirical findings on the link between implicit gender-science stereotypes and college major intentions are limited. To fill this gap, the current study examines this association in a mixed-gender sample of 302 Italian high-school students. Logistic regression analysis revealed that implicit gender stereotypes were directly associated with females' intention of majoring in STEM. Unlike previous findings, the mediation analysis could not confirm that other relevant factors, i.e., interest in the subject, performance at school, identification with the subject, and value attributed to the job's salary and social utility, moderated this association.",2022,,Social Psychology of Education: An International Journal,25,5,1093-1112,2732145358; EJ1351279,https://doi.org/10.1007/s11218-022-09709-3,,#168,DeGioannis 2022,"",""
Measuring Middle School Achievement Trajectories for College Readiness,"Johnson, Angela; Kuhfeld, Megan; King, Gregory","This study identifies students' academic trajectories in the middle grades relative to a set of college readiness benchmarks. We apply math and reading college readiness benchmarks to rich longitudinal data for more than 360,000 students across the nation. Student-level and school-level demographic characteristics significantly predict academic trajectories. Compared to White and Asian students, higher proportions of Black and Hispanic student are always off-track throughout middle school. Among students who started 6th grade on track, being male, Black, Hispanic, and attending schools with a higher percentage of low-income students are positively associated with falling off track.",2022,,Educational Policy,36,7,1702-1730,2732137508; EJ1350199,https://doi.org/10.1177/08959048211006833,,#169,Johnson 2022,"",""
Examining High School Students' Academic Amotivation,"Yurt, Eyüp","This research aimed to examine the academic amotivation of high school students. To that end, the academic amotivation levels of high school students were determined, and their amotivation levels were compared according to some demographic variables. The study group of the research consisted of 318 students studying at different high schools in Bursa, Turkey, in the fall semester of the 2021-2022 academic year. ""Demographic Information Form"" and ""Academic Amotivation Scale"" were used to collect data. Data were analyzed by applying descriptive statistics, independent groups t-test, and a one-way analysis of variance. The results showed that high school students had moderate academic amotivation. Students' academic amotivation levels differed significantly according to gender, grade level, school type, income level, and parental education. Based on the research results, some suggestions for practice have been developed.",2022,,Online Submission,1,1,51-63,2699742677; ED620733,,,#170,Yurt 2022,"",""
Determining Lower-Secondary Students' STEM Motivation: A Profile from Turkey,"Dönmez, Ismail; Idin, Sahin; Gürbüz, Seraceddin","The ongoing motivation of students toward the fields of science, technology, engineering, and mathematics (STEM) is a process related to their orientation toward those fields and their active participation in related activities. This study aimed to examine the ongoing STEM motivations of lower-secondary school students in a sample from Turkey according to demographic variables. In this study, in which 1926 students from 12 provinces participated, the students' STEM motivations were compared according to the variables of gender, place of residence, grade level, school type, ""mothers' and fathers' education level, and family income level. T-tests and ANOVA testing were used in the analysis process via SPSS package program. As a result, male students' STEM motivations were found to be at higher levels than those of female students. The STEM motivations of gifted students were found to be higher than those of students studying in religiously oriented education institutions. The results also revealed that STEM motivation is directly proportional to the education level of the parents. The results obtained in this study, reflecting the general profile of STEM motivation among students in Turkey, may guide education policy makers, program developers, teachers, prospective teachers, and researchers on STEM education.",2022,,Journal of Baltic Science Education,21,1,38-51,2699709263; EJ1341712,,,#171,Dönmez 2022,"",""
"The Relationship between the Leisure Boredom, Leisure Satisfaction, and Smartphone Addiction: A Study on University Students","Serdar, Emrah; Demirel, Mehmet; Harmandar Demirel, Duygu","This study aimed to describe the relationships between leisure boredom, leisure satisfaction, and smartphone addictions among university students. The study sample consisted of 258 participants, 143 males and 115 females, studying at Istanbul University-Cerrahpasa Faculty of Sports Sciences. The participants were selected using the purposeful sampling method. Data collection tools involved a personal information form, the ""Leisure Boredom Scale (LBS)"", the ""Leisure Satisfaction Scale (LSS)"" and ""Smartphone Addiction Scale-Short Version (SAS-SV)"". Independent t-Test results revealed a significant difference in SASSV by gender. The MANOVA results indicated a significant difference between the ""Satisfaction"" sub-dimension of LBS and the ""Educational,"" ""Social,"" ""Physical,"" and ""Relaxation"" sub-dimensions of LSS by gender. A significant difference was found between LBS's ""Satisfaction"" sub-dimension and all subdimensions of LSS by income status. According to the ANOVA results, there was no significant relationship between the SAS-SV scores by income status of the participants. Besides, there was a negative and low-level correlation between age and the ""Satisfaction"" sub-dimension of LBS, the ""Physical"" and ""Relaxation"" sub-dimensions of LSS and SAS-SV. There was a negative and low correlation between ""Boredom"" of LBS and ""Psychological,"" ""Social,"" and ""Relaxation"" sub-dimensions of LSS, and there was a positive and low correlation between LBS and SAS-SV. Similarly, a positive and low-level relationship was determined between all sub-dimensions of LSS and SAS-SV. In this sense, it was concluded that the LBS, LSS, and SAS-SV scores differed according to the socio-demographic characteristics of the participants. As leisure boredom increased, leisure satisfaction decreased, and smartphone addiction increased. It was also found that as leisure satisfaction improved, smartphone addiction increased.",2022,,International Journal of Technology in Education,5,1,30-42,2661219061; EJ1332190,,,#172,Serdar 2022,"",""
Online Component Challenges of a Blended Learning Experience: A Comprehensive Approach,"Bayyat, Manal; Abu Muaili, Zainab Helmy; Aldabbas, Lujayn","This study aims to investigate: (1) the construct validity of the ""Blended Learners' Online Component Challenges"" BLOCC scale; (2) the internal reliability of the scale; and (3) the differences between blended learners' online component challenges according to different socio-demographic variables for Sport Science students. The sample of the study consisted of 263 students enrolled in blended learning classes at the School of Sport Sciences/University of Jordan. The BLOCC scale was used to collect the required data. The scale measures the four different online component challenges: (1) Self-Management Challenges (SMC); (2) Technology Competency and Literacy Challenges (TCLC); (3) Student Isolation Challenges (SIC); and (4) Technological Sufficiency and Complexity Challenges (TSCC). BLOCC scale proved to be valid and reliable (four items were omitted). The overall fit statistics for the hypothesized four factor model (chi-squared (df = 2.69) = 603.47, p < 0.001, (RMSEA) = 0.08 indicated a moderate and acceptable fit to the data representing the latent factor structure. Discriminant validity ranged between 0.53 and 0.70, Item-to-total correlation (0.55 and 0.72), Cronbach Alpha (0.72 and 0.86), and composite reliability (0.74 -0.95). Results of the study revealed that male students, students who have no internet accessibility, and those who have no previous experience in blended learning classes, all encountered significant higher levels of all BLOCC subscales. Older students (26-30 years old), and those with the lowest total income/month (< 500 JD) encountered significant levels of TLCC and TSCC. Students with lower literacy in computer skills level encountered significant differences in SMC, TLCC and TSCC. We encourage future studies to propose and implement curative approaches to face such online component challenges.",2022,,Turkish Online Journal of Distance Education,22,4,277-294,2618014393; EJ1317100,,,#173,Bayyat 2022,"",""
Impact Evaluation of a Grant Program for Postgraduate Studies Undertaken Abroad: Analysis of the Ecuadorian Case,"Ponce, Juan; Cedeño, Nilo M.","The National Secretary for Higher Education, Science, Technology and Innovation in Ecuador (locally SENESCYT) started an ambitious grants program in 2011. The main objective of the program was to send Ecuadorian students to undertake postgraduate studies at universities overseas. This article evaluates the impact of this grant policy on the labor income of the beneficiaries after they have completed their studies abroad and returned to Ecuador. Using a fixed-effects with lagged dependent variable model combined with a propensity score matching, we find a negative impact on the income of the grant holders during the first year following their return to the country. For the second year, the effect is non-significant. During the third year, the impact becomes significant and positive. The grant holders who returned having completed their postgraduate program abroad had a 9% higher employment income in the third year than those who did their postgraduate studies in Ecuador. The program's effect concentrates on women, the low-income group, and on those beneficiaries that studied in the USA.",2021,,International Journal of Higher Education,10,6,83-92,2859212819; EJ1334341,,,#174,Ponce 2021,"",""
Creating More Inclusive Research Environments for Undergraduates,"Haeger, Heather; White, Corin; Martinez, Shantel; Velasquez, Selena","Although there are numerous evidence-based benefits to undergraduate research for new-majority students (students who are from traditionally underrepresented ethnicities, first-generation college students, students from lower-income families, or transfer students) (Hurtado, S. et al., 2011; Kinzie et al., 2008a; Lopatto, 2007), they are less likely to participate or stay in mentored research experiences (Finley & McNair, 2013; Haeger et al., 2015). In order to determine not only who has access to undergraduate research, but to also identify what barriers to full-inclusion exist for new-majority students, we conducted a mixed methods study at a public, Hispanic Serving Institution. We analyzed institutional data to explore who participates in research and who does not. We also specifically sampled a group of students who expressed an interest in research experiences but who never actually participated for our student survey (N=96). Additionally, we conducted five focus groups with students, staff, and faculty (N[approximately]30). We found positive results in the analysis of patterns of participation and found no significant or substantial differences between students who did or did not participate in undergraduate research in terms of race/ethnicity, gender, or first-generation status. The undergraduate researcher population did have significantly more STEM majors and Pell grant recipients. The qualitative analysis identified barriers to participation in research in the following areas: access to research opportunities, programmatic structures, research culture and norms, and campus climate. We present these findings along with descriptions of initiatives that have been successful in diversifying research participation and strategies to create more inclusive research environments. [Additional funding for this research was provided by the Department of Education's McNair Scholars Program.]",2021,,Journal of the Scholarship of Teaching and Learning,21,1,320-362,2859210062; EJ1329661,,,#175,Haeger 2021,"",""
Not All Disadvantages Are Equal: Racial/Ethnic Minority Students Have Largest Disadvantage among Demographic Groups in Both STEM and Non-STEM GPA,"Whitcomb, Kyle M.; Cwik, Sonja; Singh, Chandralekha","An analysis of institutional data to understand the outcome of obstacles faced by students from historically disadvantaged backgrounds is important in order to work toward promoting equity and inclusion. We use 10 years of institutional data at a large public research university to investigate the grades earned by students categorized on four demographic characteristics: gender, race/ethnicity, low-income status, and first-generation college student status. We find that on average across all years of study, underrepresented minority (URM) students experience a larger penalty to their mean overall and STEM GPA than even the most disadvantaged non-URM students. Moreover, the URM students with additional disadvantages due to socioeconomic status or first-generation college status were further penalized in their average GPA. These inequitable outcomes point to systemic inequities in higher education for students with historically disadvantaged backgrounds and the need to dismantle institutional inertia to support them.",2021,,AERA Open,7,1,,2859209584; EJ1323545,,,#176,Whitcomb 2021,"",""
"""Shining a Light"" on Mature-Aged Students in, and from, Regional and Remote Australia","Crawford, Nicole; Emery, Sherridan","This article shines a light on a little-known cohort of higher education participants, mature-aged students in, and from, regional and remote Australia -- the focus of a National Centre for Student Equity in Higher Education mixed-methods study. Notable patterns were found in the quantitative data; for instance, compared to their metropolitan counterparts, higher proportions of regional and remote students were older, female, from low socio-economic status areas, Aboriginal and Torres Strait Islander, and studied online and/or part-time. The presentation of four vignettes from the interviews uncovers the stories behind the numbers, revealing students' diverse and complex circumstances; two of the students shared experiences of facing systemic obstacles, while the other two described receiving invaluable institutional support. The obstacles can be attributed to systems designed for ""ideal"", ""implied"" and ""traditional"" students, and entrenched attitudes that privilege some ""types"" of students over others and limit the aim of full participation for all students.",2021,,Student Success,12,2,18-27,2859209583; EJ1327144,,,#177,Crawford 2021,"",""
Factors Influencing Poor Academic Performance among Urban University Students in Bangladesh,"Shahjahan, M.; Ahmed, Kazi Rumana; Al Hadrami, Ahmed; Islam, Md. Rabiul; Hossain, Sharmin; Khan, Md. Sabur","Poor academic performance is challenging for students, parents, and teachers. This cross-sectional study aimed to determine the factors associated with the poor academic performance of 661 undergraduate students who scored CGPA [less than or equal to]2.5 from a selected private university of Dhaka City, Bangladesh, using a simple random sampling technique. Data were collected using a pretested and self-administered questionnaire. Of the study participants, male preponderance (88.4%) was found, and 77.9% of them selected the study programs by themselves. Poor academic performance was found significantly correlated with irregular class attendance (p=0.003), father's low education level (p<0.003), partial family cooperation (p=0.020), use of social media (p=0.006), and excessive time spent for gossiping (p=0.030). There is a need for implementing an appropriate counseling strategy to follow up the academic performance of the poor performing students.",2021,,International Journal of Evaluation and Research in Education,10,4,1140-1148,2859209083; EJ1328097,,,#178,Shahjahan 2021,"",""
"Metaphorical Perceptions of Academicians and Engineers on the Conceptions of Game and Exercise: The Case of Boston, Massachusetts","Baydar Arican, Hacer Ozge","Games and exercises, which have an important place in the life of the individual in every developmental period of humans as a social being contribute to the communication and interaction of the individual with the environment, to the development of social cognitive skills such as problem-solving, analytical thinking, creative thinking, and reasoning as well as positively affecting the physical and mental development. Individuals, who try to survive in a mentally and physically challenging and demanding work pace or by being inactive for a long time in front of a computer screen, spend their energy through games, exercises, and physical activities, and can be discharged by relaxing. In this respect, it is possible to evaluate the entire games, exercises, and physical activities as a driving force to gather energy again after a tiring work tempo or as a source of motivation to move away from mental and physical fatigue. It is considered that performing activities such as exercises and playing games by individuals, considering them as a way of life and evaluating the factors, which keep individuals away from these activities, can be possible by explaining individual perceptions on these issues. In the light of these data, the meanings and values associated with the concepts of games and exercises by academics and engineers who live in different cultural structures, who cannot allocate adequate time for games and exercises in a compulsory work tempo, or who can acquire internal and external motivation via games and exercises as well as exercise frequency and playing times. The present study was conducted to examine the perceptions of academics and engineers on the concepts of game and exercise via metaphor analysis in June 2019 with the participation of scientists, academicians, and engineers who participated in the 2019 International Microwave Symposium (IMS) at the Boston Convention and Exhibition Center in Boston, MA, USA, which was held with the participation of many scientists, academicians, and engineers from all over the world as a total of 135 participants, 56 women and 79 men, who agreed to participate in the study voluntarily, made up the study group. The metaphor analysis form that was prepared by the researcher was used in obtaining the data to reveal the perceptions of the participants about the concepts of game and exercise. The participants were asked to complete the statements with the statements of ""Game is like … because …"" and ""Exercise is like … because …"" in addition to their age, gender, nationality, residence, occupation, perceived income status, and educational status. After the data were analyzed, various metaphors for the concepts of game and exercise were detected. Also, different game playing times and exercise frequencies emerged as a result of the self-evaluation of each participant.",2021,,Journal of Educational Issues,7,2,401-419,2859208265; EJ1324762,,,#179,BaydarArican 2021,"",""
Gotta Know Why! Preliminary Evidence Supporting a Theory of Virtue Learning as Applied to Intellectual Curiosity,"Orona, Gabe Avakian","Virtue education is gaining popularity in institutions of higher education. Given this growing interest, several theoretical accounts explaining the process of virtue learning have emerged. However, there is scant empirical evidence supporting their applicability for intellectual virtue. In this study, we apply a theory of virtue learning to the development of intellectual curiosity among undergraduates. We find that learning why virtue is relevant and important to one's education is consistently and moderately correlated with increases in intellectual curiosity across time points and analytic approaches. A weaker yet still positive association is found with increases in knowledge of intellectual curiosity. The implications of these results connect with pedagogical recommendations stressed across intellectual and moral virtue education.",2021,,Theory and Research in Education,19,3,279-295,2859207298; EJ1321513,https://doi.org/10.1177/14778785211061310,,#180,Orona 2021,"",""
"Irrational Beliefs, Depression, Anxiety, and Stress among University Students in Hong Kong","Chan, Ho Wai Queenie; Sun, Chui Fun Rachel","Academic stress, depression, and anxiety among university students has been a great concern globally. Literature review shows that university students may harbor irrational beliefs that could play a significant role in causing emotional disturbances. Objective: The aims of this study were to examine the relationship of irrational beliefs with emotional disturbances in university students, and the differences in irrational beliefs and depression, anxiety, and stress between students with different socio-demographic and academic backgrounds. Participants and method: Data was collected from 655 local Hong Kong university students. Results and conclusions: University students having higher levels of irrational beliefs were more likely to have depression, anxiety, and stress. Two-way MANOVA results showed that second-year students had more awfulizing beliefs than third-year students in the faculties of Engineering and Education. Results of ANOVA and the Independent Sample t-test revealed that male students, students from low income families, Law students, those pursuing 5-year programs, or those in the second year of study were likely to have more irrational beliefs. In addition, male students, medical students, those studying 5-year programs were found having significantly higher levels of depression, anxiety, and stress. Limitations and implications were discussed.",2021,,Journal of American College Health,69,8,827-841,2859205664; EJ1322225,https://doi.org/10.1080/07448481.2019.1710516,,#181,Chan 2021,"",""
What Factors Affect Middle School Students' Perceptions of Inquiry Learning towards Science?,"Vekli, Gulsah Sezen","This study determines perceptions of middle school students' inquiry learning skills towards science change according to different variables. In line with purpose, it aims to realize what should be done to develop this perception by questioning the factors that affect students' perceptions of science-related inquiry skills and contribute to the training of students who question more in science lessons. Based on the survey, the data were obtained from the Scale of Inquiry Learning Skills Toward Science and the personal information form. These instruments were applied to 667 middle school students attending two middle schools. The data were analyzed statistically by using the Mann-Whitney U and Kruskal-Wallis H tests. It was determined that the perceptions of middle school students' inquiry learning skills towards science differed according to their gender, grade level, academic average, family income level, mother and father education level, frequency of using technology.",2021,,Pedagogical Research,6,4,,2859205383; EJ1321685,,,#182,Vekli 2021,"",""
"Multivariate Analysis on Performance in Statistics, Self-Efficacy and Attitudes of Senior High School Students","Retutas, Mildin Jimenez; Rubio, Marilyn Torela","Over the past few years, teaching and learning of statistics have been influenced by the emergence of the reform movement in education such as the K-12 basic education curriculum. Those of statistics concepts have changed both elementary and secondary level. Considering the educational reform in the Philippines, the study was conducted to determine whether there are significant differences of the determinants such as gender, type of school, parent's educational level, family monthly income, family size and Senior High School track preference to students' self-efficacy beliefs, attitudes towards Statistics, and performance in Statistics. The causal-comparative research design was used for comparing two or more groups to find the differences or determine whether the independent variable influences the dependent variable. The data were gathered from 570 senior high school students of both public and private schools in Mindanao, Region XI. The study adopted the questionnaires on self-efficacy beliefs and attitude towards Statistics while it utilized a researcher-made questionnaire for performance in Statistics. Multivariate Analysis of Variance (MANOVA) was used to determine whether multiple levels of independent variables on their own or in combination with one another influence the dependent variables. The findings revealed that among the demographic factors, only type of school has a significant difference to the self-efficacy beliefs, attitudes towards Statistics, and performance of senior high students in Statistics. Implications from the findings of this study might suggest that improving of K-12 school facilities by the school public administrators and collaborative effort of teachers to enhance the students' self-efficacy, attitudes towards statistics and teaching statistics reveals optimistic results. Also, school administrators may provide opportunities for Statistics teachers to hone their pedagogical skills in promoting and building students' self-confidence and interest in the subject.",2021,,Journal of Research and Advances in Mathematics Education,6,4,352-367,2859205326; EJ1322479,,,#183,Retutas 2021,"",""
"Is Information Technology Education Industry-Relevant and Gender-Inclusive? Perspectives from Andhra Pradesh, India","Balakrishna, Sundar","Industry reports show that fresh engineering and non-engineering graduates from Indian universities are not readily employable. The Government-owned Andhra Pradesh Information Technology Academy (APITA) seeks to equip graduates from the state's degree and engineering colleges with industry-relevant skill sets for gainful employment. This study describes the activities of APITA and empirically examines two questions: (1) Do students from colleges affiliated to APITA command higher salaries as compared to students from colleges not affiliated to APITA? (2) Do women graduates receive starting salaries that are lower than those of their male counterparts? Using data from placements conducted by APITA for the state's students in the year 2017-18, the study finds that the job market signals the higher quality of APITA-trained students by offering them higher salaries than are offered to students from colleges that are not APITA affiliates. The study also shows that there is a wage premium attributable to the female gender insofar as entry level salary levels are concerned. The study highlights the constraints faced by APITA, and its future role in addressing the deficiencies, along with managerial implications.",2021,,Industry and Higher Education,35,6,691-699,2859205305; EJ1321213,https://doi.org/10.1177/0950422220972538,,#184,Balakrishna 2021,"",""
