Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Prevalence of child maltreatment in Ecuador using the ICAST-R.,Jiménez-Borja M; Jiménez-Borja V; Borja-Alvarez T; Jiménez-Mosquera CAJ; Murgueitio J,"OBJECTIVES: While the link between childhood experiences of physical, emotional, and sexual abuse and mental health problems has been largely studied, there is limited information regarding the prevalence of child maltreatment in developing countries, particularly in South America. The present study is an effort to investigate the prevalence of child maltreatment in Ecuador using the ISPCAN Child Abuse Screening Tool Retrospective version (ICAST-R). METHOD: A student sample (males = 1579; females = 1554) from the seven largest universities in Quito, Ecuador, completed the ICAST-R. RESULTS: Our findings indicate that 69.6 % of participants experienced child maltreatment. Physical abuse was reported by 47.6 % of respondents; this commonly involved being beaten by parents. Emotional maltreatment was reported by 53 % of the participants; mostly through insults by same-sex peers and parents. Sexual abuse was reported by 15.5 % of the participants. The most prevalent forms of sexual abuse included being coerced into touching another person's genitals, having their genitals touched by others, or having someone expose their genitals to them. Sexual abuse was more prevalent amongst females (males = 12.9 %; females = 18.1 %, OR = 1.49; CI = 1.22-1.81), and physical abuse was more prevalent amongst males (males = 50.5 %; females = 44.6 %, OR = 0.79; CI = 0.69-0.91). CONCLUSIONS: Our study shows evidence of a high prevalence of child maltreatment in Ecuador. We also identify significant gender differences in the type of abuse experienced, and in the context in which this abuse takes place. These results are important given the negative consequences of child maltreatment. More research applying ICAST to different populations is recommended to further validate the present findings and facilitate international comparisons.",2020,Jan,Child Abuse Negl,99,,104230,,10.1016/j.chiabu.2019.104230,31722265,#159,Jiménez-Borja 2020,"",""
The Detrimental Effect of Sexual Objectification on Targets' and Perpetrators' Sexual Satisfaction: The Mediating Role of Sexual Coercion.,Sáez G; Alonso-Ferres M; Garrido-Macías M; Valor-Segura I; Expósito F,Sexual objectification is a variable to consider for understanding the sexual violence that takes place into intimate context. The set of studies presented here aims to connect sexual objectification phenomena with sexual coercion and explore the consequences that both have on sexual satisfaction. Two studies examined the association between sexual objectification and sexual satisfaction for both views: female target (Study 1) and male perpetrator (Study 2) perspectives. The results of the first study (n = 138 heterosexual women) demonstrated that perceiving partner objectification (but not reporting general sexual objectification victimization) is indirectly linked to a lower sexual satisfaction because of lower rejection and higher sexual coercion rates. The second study (n = 136 heterosexual men) showed the indirect effect of partner objectification and general sexual objectification perpetration on sexual satisfaction after sexual coercion perpetration. Results of both studies demonstrated the negative consequences that sexual objectification has on sexual satisfaction for both male perpetrators and female targets.,2019,,Front Psychol,10,,2748,,10.3389/fpsyg.2019.02748,31920805,#160,Sáez 2019,"",""
"Family, School, and Peer Support Are Associated With Rates of Violence Victimization and Self-Harm Among Gender Minority and Cisgender Youth.",Ross-Reed DE; Reno J; Peñaloza L; Green D; FitzGerald C,"PURPOSE: Gender minority (GM) youth experience high rates of violence, and research on protective factors to reduce violence victimization and self-harm is lacking. The purpose of this study was to determine how family, school, peer, and community support influenced rates of violence victimization and self-harm among GM and cisgender adolescents. METHODS: This research uses data from the 2017 New Mexico Youth Risk and Resiliency Survey (N = 18,451). The main independent variable was gender, dichotomized into GM and cisgender, and the secondary independent variables were family, school, community, and peer support. Dependent variables were sexual and dating violence, suicide attempts, and nonsuicidal self-injury. Logistic regression models were built for the four dependent variables, including demographics, support scores, and interaction terms between gender and support. RESULTS: Six percent of high school students in New Mexico identified as GM are unsure of their gender. GM students experienced higher rates of violence and self-harm and lower levels of support than cisgender students. Among all students, family support was associated with lower odds of sexual violence and self-harm, while school support was associated with lower odds of dating violence and nonsuicidal self-injury. There were significant interactions between gender, violence, and support. The protective effects of support were less pronounced for GM students than for cisgender students. CONCLUSIONS: Family and school support are associated with lower rates of some forms of violence and self-harm among adolescents. Additional support may be necessary to reduce harm among GM adolescents, who are at higher risk for violence and its sequelae.",2019,Dec,J Adolesc Health,65,6,776-783,,10.1016/j.jadohealth.2019.07.013,31564618,#161,Ross-Reed 2019,"",""
[Sexual violence against women in Tunisia].,Fekih-Romdhane F; Ridha R; Cheour M,"BACKGROUND: Sexual violence exists everywhere in the world. It depends mainly on the cultural and religious norms conveyed in the various societies. This is a neglected area of research. Available data are insufficient, especially in Arab-Muslim context. METHODS: In this paper, we comprehensively review the scientific literature in order to clarify the cultural, religious and legal aspects of the concept of sexual violence against women in Tunisia, and ask the question of the urgent need to put in place strategies to counter this problem. RESULTS: The National Office for Family and Population published in 2011 the results of the national survey on violence against women in Tunisia, including data on sexual violence and its impact on women's health and well-being. According to this survey, 14.2% of women reported having been sexually abused by an intimate partner during their lifetime and 9.0% reported having experienced it during the last 12 months. One out of every six Tunisian women has been the victim of a sexual violence in a conjugal setting. More men than women legitimized violence against women in contexts where family control, especially conjugal control, is exercised over them. In a study examining the impact of culture and religion on experiences and sexual practice of women in Tunisian society, the majority of respondents thought that sexuality in women was a religious duty and that they do not have the right to refuse their husbands or to rebel. Thus, women would be doubly sanctioned having neither the right to express their desire nor not to respond to their husband's desire. A survey of a representative sample of Tunisian women found that 56.9% of the participants reported being victims of domestic violence, particularly sexual violence (10.7%) consisting mainly of rape and sodomy, at least once in their lifetime. This survey showed that those victims expressed dissatisfaction with overall quality of life. Moreover, contrary to Western literature, sexual violence was the least reported form of violence by teenage girls in Tunisian schools. Indeed, cultural values of modesty, virginity and honor are socially much more demanded for girls, in Arab countries in general, reinforcing staggering silence and inaction around violence experienced by school-aged adolescents. In Tunisian society, the cultural ""solution"" to rape wants the woman to marry her rapist which safeguards her family's integrity by legitimizing the union. CONCLUSION: Sexual violence has detrimental effects on female victims' physical and mental health. Even if the information on this form of violence is not easy to obtain in our environment, and that rates of subjects reporting sexual violence in their lifetimes are not important, the problem of sexual violence must be considered as a public health problem requiring urgent interventions and a greater institutional will.",2019,Dec,Encephale,45,6,527-529,,10.1016/j.encep.2018.07.004,30301569,#162,Fekih-Romdhane 2019,"",""
"""You Do Not Think of Me as a Human Being"": Race and Gender Inequities Intersect to Discourage Police Reporting of Violence against Women.",Decker MR; Holliday CN; Hameeduddin Z; Shah R; Miller J; Dantzler J; Goodmark L,"Intimate partner violence (IPV) and sexual violence (SV) are drivers of women's morbidity and mortality in urban environments yet remain among the most underreported crimes in the USA. We conducted 26 in-depth interviews with women who experienced past-year IPV or SV, to explore structural and community influences on police contact in Baltimore, MD. Results indicate that gender-based and race-based inequities intersected at the structural and community levels to discourage women from police contact following IPV/SV. Structural influences on police reporting included police discriminatory police misconduct, perceived lack of concern for citizens, power disparities, fear of harm from police, and IPV/SV-related minimization and victim-blaming. Community social norms of police avoidance discouraged police contact, enforced by stringent sanctions. The intersectional lens contextualizes a unique paradox for Black women: the fear of unjust harm to their partners through an overzealous and racially motivated police response and the simultaneous sense of futility in a justice system that may not sufficiently prioritize IPV/SV. This study draws attention to structural race and gender inequities in the urban public safety environment that shape IPV/SV outcomes. Race-based inequity undermines women's safety and access to justice and pits women's safety against community priorities of averting police contact and disproportionate incarceration. A social determinants framework is valuable for understanding access to justice for IPV/SV. Enhancing access to justice for IPV/SV requires overcoming deeply entrenched racial discrimination in the justice sector, and historical minimization of violence against women.",2019,Oct,J Urban Health,96,5,772-783,,10.1007/s11524-019-00359-z,31214974,#163,Decker 2019,"",""
Genetic Vulnerability to Experiencing Child Maltreatment.,Pezzoli P; Antfolk J; Hatoum AS; Santtila P,"Although biological factors may influence the risk of experiencing negative life events, the role of genes in the vulnerability to child victimization remains poorly understood. In a large population-based Finnish sample (N = 13,024), we retrospectively measured multiple experiences of child victimization and, in a subsample of twins (n = 9,562), we estimated the extent to which genetic and environmental factors influenced these experiences. In particular, we investigated whether genetic and environmental influences varied depending on the type of child victimization, the genetic relatedness with the perpetrator, and the sex of the victim. Our quantitative genetic analyses supported the presence of both genetic and environmental influences on the occurrence and co-occurrence of child abuse and neglect. We also identified one common etiological pathway underlying multiple child victimizations, and after accounting for this common etiology, we singled out risk factors specific to sexual abuse. Environmental factors shared and nonshared between twins raised together influenced the risk of victimization by genetically related and unrelated perpetrators, respectively. Furthermore, we estimated sex differences in the etiology of emotional and sexual victimization, including larger unshared environmental influences for men and sex-limited genetic effects for women. These findings can inform child protection as they contribute to explaining why certain individuals are at increased risk of experiencing one or more types of child maltreatment.",2019,,Front Genet,10,,852,,10.3389/fgene.2019.00852,31608106,#164,Pezzoli 2019,"",""
Gender Differences in Attitudes Toward Sexual Harassment of Health Care Employees: A Turkish Case Study.,Kara D; Toygar SA,"The purpose of the study was to examine differences in sexual harassment attitudes between male and female labor force in health care organizations. A total of 571 employees working in various health care organizations in Turkey participated in the study. Sexual harassment was measured using 22 items and three-factor structure with constructs ""Provocative Behavior,"" ""Normal Flirtations,"" and ""Trivial Matter"" developed by Turgut. The data were collected using percentage, frequency, mean, standard deviation, independent sample t tests, and multivariate analysis of variance and covariance (MANOVA and MANCOVA). The results of the study revealed that a significant gender difference exists in sexual harassment attitudes with respect to ""Provocative Behavior"" and ""Normal Flirtations"" factors, while ""Trivial Matter"" factor was not statistically significant at the probability level of .05 as part of the sexual harassment scale. After controlling for variables such as age, marital status, monthly income level, education level, profession, institution, length of working time in the organization, and length of time in the health care sector; it was seen that most gender differences remained significant.",2019,Sep,J Interpers Violence,34,17,3574-3591,,10.1177/0886260518815711,30516451,#165,Kara 2019,"",""
Gender and Race Informed Pathways From Childhood Sexual Abuse to Sexually Transmitted Infections: A Moderated Mediation Analysis Using Nationally Representative Data.,Fix RL; Assini-Meytin LC; Le PD,"PURPOSE: Although data suggest child sexual abuse is linked with increased risk of contracting asexually transmitted infection (STI), the mechanisms through which these experiences are connected remain understudied. Moreover, there is a need to explore how race/ethnicity and gender influence these processes. METHODS: The present study examined the mediational pathways from child sexual abuse to risky sexual behavior to STIs and further evaluated the role of depressive symptomatology and nonmedical prescription drug use on the relationship between child sexual abuse and risky sexual behavior. In addition, race and gender were examined as moderators to account for potential different effects of these mechanisms on females and males and on different racial and ethnic groups. A nationally representative sample of 4,181 youth from the Add Health dataset was used. RESULTS: Results from a moderated mediation model indicated risky sexual behavior partially mediated the pathway from child sexual abuse to STI contraction and depressive symptomatology and nonmedical prescription drug use partially mediated pathway from child sexual abuse to risky sexual behavior. Race and gender moderated the relationship between risky sexual behavior and STI contraction. CONCLUSIONS: Findings underscore the need for STI prevention efforts among adolescents to focus on risk factors beyond risky sexual behaviors, such as childhood sexual abuse and mental health screening that includes depressive symptomatology and nonmedical prescription drug use. In addition, findings emphasize the need to further examine the different effects on different racial/ethnic and gender subgroups, particularly black women.",2019,Aug,J Adolesc Health,65,2,267-273,,10.1016/j.jadohealth.2019.02.015,31043345,#166,Fix 2019,"",""
A gender synchronized family planning intervention for married couples in rural India: study protocol for the CHARM2 cluster randomized controlled trial evaluation.,Dixit A; Averbach S; Yore J; Kully G; Ghule M; Battala M; Begum S; Johns NE; Vaida F; Bharadwaj P; Wyss N; Saggurti N; Silverman J; Raj A,"BACKGROUND: Prior research from India demonstrates a need for family planning counseling that engages both women and men, offers complete family planning method mix, and focuses on gender equity and reduces marital sexual violence (MSV) to promote modern contraceptive use. Effectiveness of the three-session (two male-only sessions and one couple session) Counseling Husbands to Achieve Reproductive Health and Marital Equity (CHARM) intervention, which used male health providers to engage and counsel husbands on gender equity and family planning (GE + FP), was demonstrated by increased pill and condom use and a reduction in MSV. However, the intervention had limited reach to women and was therefore unable to expand access to highly effective long acting reversible contraceptives such as the intrauterine device (IUD). We developed a second iteration of the intervention, CHARM2, which retains the three sessions from the original CHARM but adds female provider- delivered counseling to women and offers a broader array of contraceptives including IUDs. This protocol describes the evaluation of CHARM2 in rural Maharashtra. METHODS: A two-arm cluster randomized controlled trial will evaluate CHARM2, a gender synchronized GE + FP intervention. Eligible married couples (n = 1200) will be enrolled across 20 clusters in rural Maharashtra, India. Health providers will be gender-matched to deliver two GE + FP sessions to the married couples in parallel, and then a final session will be delivered to the couple together. We will conduct surveys on demographics as well as GE and FP indicators at baseline, 9-month, and 18-month follow-ups with both men and women, and pregnancy tests at each time point from women. In-depth interviews will be conducted with a subsample of couples (n = 50) and providers (n = 20). We will conduct several implementation and monitoring activities for purposes of assuring fidelity to intervention design and quality of implementation, including recruitment and tracking logs, provider evaluation forms, session observation forms, and participant satisfaction surveys. DISCUSSION: We will complete the recruitment of participants and collection of baseline data by July 2019. Findings from this work will offer important insight for the expansion of the national family planning program and improving quality of care for India and family planning interventions globally. TRIAL REGISTRATION: ClinicalTrial.gov, NCT03514914 .",2019,Jun,Reprod Health,16,1,88,ClinicalTrials.gov/NCT03514914,10.1186/s12978-019-0744-3,31238954,#167,Dixit 2019,"",""
Gender Differences in Intimate Partner Violence: A Predictive Analysis of IPV by Child Abuse and Domestic Violence Exposure During Early Childhood.,Jung H; Herrenkohl TI; Skinner ML; Lee JO; Klika JB; Rousson AN,"This study focused on gender differences in the prediction of adult intimate partner violence (IPV) by subtypes of child abuse and children's exposure to IPV. Latent classes of adult IPV consisted of a no violence (20.3%), a psychological violence only (46.2%), a psychological and sexual violence (9.2%), a multitype violence and intimidation (6.8%), and a psychological and physical violence with low intimidation class (17.5%). Physical-emotional child abuse and domestic violence exposure predicted a higher likelihood of multitype violence for males. Sexual abuse predicted a higher likelihood of this same class for females. Implications for future research and prevention are discussed.",2019,Jun,Violence Against Women,25,8,903-924,,10.1177/1077801218796329,30160199,#168,Jung 2019,"",""
The Impact of Leadership Responses to Sexual Harassment and Gender Discrimination Reports on Emotional Distress and Retention Intentions in Military Members.,Daniel S; Neria A; Moore A; Davis E,"Reporting instances of sexual harassment and gender discrimination in the workplace is an integral part of the prevention and response efforts of the United States Department of Defense (DoD). Any military member who comes forward to report their experience should be provided appropriate intervention, support, and restorative care. While much research has focused on prevention efforts and encouraging reporting, few researchers have systematically examined what happens when military members come forward. In the military, leaders (the chain of command) are primarily responsible for receiving and investigating reports of potential sex-based military equal opportunity violations (SBMEO) involving sexual harassment or gender discrimination. This study used results from the congressionally-mandated 2016 Workplace and Gender Relations Survey of Active Duty Members (2016 WGRA) to identify military members who indicated experiencing a potential SBMEO violation and reported to their chain of command (n = 3,982) in order to examine the relationships among the actions as a result of reporting, reporting satisfaction, emotional distress, and retention intentions. Findings revealed experiencing positive actions as a result of reporting was associated with increased satisfaction with reporting, which in turn, was associated with decreased emotional distress and increased retention intentions. Conversely, experiencing negative actions as a result of reporting was associated with decreased satisfaction with reporting, increased emotional distress, and decreased retention intentions. These findings highlight the crucial role military leaders serve in supporting those who come forward in mitigating potential negative outcomes associated with SBMEO violations that could impact military readiness.",2019,May-Jun,J Trauma Dissociation,20,3,357-372,,10.1080/15299732.2019.1571887,30784361,#169,Daniel 2019,"",""
Mental distress and sexual harassment in Italian university students.,Bastiani F; Romito P; Saurel-Cubizolles MJ,"Only a few studies have analyzed the association between sexual harassment (SH) and mental health controlling for other types of violence. The aim of this study was to describe SH among male and female university students and analyze the association between harassment and mental distress controlling for sexual violence. An observational survey was conducted at Trieste University (Italy). Students answered an anonymous questionnaire about harassment that included three domains-sexual harassment, gender harassment, cyber harassment-and three psychological health indicators. The global harassment index was computed, with three levels: 0, no harassment; level 1, harassment in at least one of the three domains; and level 2, harassment in two or three domains. The symptoms of mental distress were measured by the 12-item General Health Questionnaire (GHQ) for depressive symptoms; a question about panic symptoms; and a question about general health. The sample included 759 students (412 women; 18 to 29 years old). After adjustment for age, birth country, couple relationship, employment status, mother's education, and previous sexual violence, the risk of mental distress was increased with harassment exposure. Men were affected in perceived health and depressive symptoms (GHQ score ≥ 6); women were affected in panic symptoms. Harassment has a strong negative impact on the mental health of victims; in some cases, men may be more affected than women. Clinicians should be aware of the negative impact of SH also on men.",2019,Apr,Arch Womens Ment Health,22,2,229-236,,10.1007/s00737-018-0886-2,29982947,#170,Bastiani 2019,"",""
Sexual Harassment in Medicine: Toward Legal Clarity and Institutional Accountability.,Silver JK; Sinha MS,,2019,Jan,EClinicalMedicine,7,,3-4,,10.1016/j.eclinm.2019.01.011,31193594,#171,Silver 2019,"",""
Minimizing Mistreatment by Female Adults: The Influence of Gender-Based Social Categories and Personality Differences on Attitudes about Child Sexual Abuse.,Leone C; Hawkins LB; Bright M,"We investigated the effects of gender-based social categories (i.e., men, women, boys, and girls) on attitudes about child sexual abuse and individual differences in the use of such categories. In four experiments, we systematically varied perpetrators' sex and victims' sex. In three investigations, we assessed personality variables potentially related to participants' use of these social categories. Across these four experiments, we varied perpetrator-victim relationships (teacher-student, neighbors) and victims' ages. In experiment one, individuals had the least negative attitude about child sexual abuse involving adult female neighbors and eighth grade male neighbors. In experiment two, we replicated this effect with fifth grade victims and demonstrated that attitudes were moderated by individual differences in intolerance of ambiguity. In experiment three, we again replicated the aforementioned effect while (a) extending this finding to teacher-student relationships with eighth grade adolescent victims and (b) demonstrating the need for cognition was a moderator. In experiment four, we again replicated (a) our perpetrator sex/victim sex interactive effect and (b) need for cognition moderation while also demonstrating that these effects were applicable to fifth grade victims. Methodological limitations as well as clinical and policy implications (e.g., attenuating the underreporting incidents of child sexual abuse) are discussed.",2019,,J Psychol,153,4,361-382,,10.1080/00223980.2018.1541439,30582724,#172,Leone 2019,"",""
Violence as Mediating Variable in Mental Health Disparities Associated to Sexual Orientation Among Mexican Youths.,Mendoza-Pérez JC; Ortiz-Hernández L,"In this study, we explored the role of sex as an effect-modifying variable in the association between sexual orientation and mental health in Mexican youth. In addition, we tested if violent experiences in the family and the school and attitudes toward homosexuality could act as mediating variables in such association. Data from three representative surveys performed in 2007, 2009, and 2013 among Mexican high school students were analyzed. Two dimensions of sexual orientation were evaluated: romantic partnership and sexual behavior. The outcomes were negative and positive mood, suicidal ideation and intent, self-concept, and self-esteem. There were differences by gender because in males, there were more disparities in mental health associated with sexual orientation (suicidal ideation and attempt, negative and positive mood, negative self-concept, and family-related self-esteem) than in females (suicidal ideation and negative mood). Experiences of school violence were mediators in the relationship between sexual orientation and most health outcomes in males.",2019,,J Homosex,66,4,510-532,,10.1080/00918369.2017.1422938,29303429,#173,Mendoza-Pérez 2019,"",""
Communities' perceptions of factors contributing to child sexual abuse vulnerability in Kenya: a qualitative study.,Wangamati CK; Sundby J; Prince RJ,"Child sexual abuse (CSA) is a major global health concern. Although it is prevalent in Kenya, scant literature on factors contributing to CSA vulnerability exists. Using qualitative data from 28 focus groups and ethnographic field notes, we explored and assessed community perceptions of factors contributing to CSA vulnerability in Homa Bay County, Western Kenya. Findings suggest that people living in these communities perceived CSA as being influenced by multiple factors: developmental stage, peer pressure, huge gender disparities exacerbated by negative social norms and cultural practices, the HIV epidemic and social media platforms that circulate sexualised images. From our findings, it was clear that participants also regarded poverty as exacerbating children's vulnerability to CSA. Minors from poor families engaged in transactional sex for survival and social status. Some community members perceived girls dressed in short skirts or tight clothing as warranting unwanted sexual advances. Although poverty and gender roles and relations were viewed as increasing vulnerability to CSA, blame was often placed on survivors' modes of dress or behaviour. There is a need for comprehensive education of the communities on CSA, its consequences and the rights of women and girls.",2018,Dec,Cult Health Sex,20,12,1394-1408,,10.1080/13691058.2018.1438666,29533164,#174,Wangamati 2018,"",""
Increasing the representation of women in JGP to reduce bias and sexual harassment.,Gordon SE,"Sexual harassment has plagued academic science with too little progress over the last decades. A new report from the National Academies of Science, Engineering, and Medicine provides data and guidance for making real advances.",2018,Nov,J Gen Physiol,150,11,1459-1462,,10.1085/jgp.201812245,30309896,#175,Gordon 2018,"",""
"Adolescent sexual violence: Prevalence, adolescent risks, and violence characteristics.",Ngo QM; Veliz PT; Kusunoki Y; Stein SF; Boyd CJ,"The purpose of this research is to investigate peer-to-peer sexual violence victimization and perpetration among male and female adolescents in a large, racially and economically diverse, community-based sample. Using cross-sectional data over a four-year period (2009-2013) from a regional sample of middle school and high school students in southeastern Michigan, we examined the prevalence and correlates of peer-to-peer sexual violence victimization and perpetration among adolescents. 33.9% of males and 53.5% of females reported sexual violence victimization, while 22.8% of males and 12.6% of females reported sexual violence perpetration. The majority of peer-to-peer sexual victimization and perpetration occurred by someone of the opposite sex, however, same-sex victimization and perpetration were not uncommon. Substance use, depression, Attention Deficit Hyperactivity Disorder (ADHD), and conduct disorder were associated with peer-to-peer sexual violence (victimization or perpetration) for both males and females, with few differences in the patterns of associations by sex. These findings are an important step in better understanding the types of peer-to-peer sexual violence that adolescents experience and risk factors for both male and female youth.",2018,Nov,Prev Med,116,,68-74,,10.1016/j.ypmed.2018.08.032,30194960,#176,Ngo 2018,"",""
Sexual Coercion Perpetration and Victimization: Gender Similarities and Differences in Adolescence.,Fernández-Fuertes AA; Carcedo RJ; Orgaz B; Fuertes A,"Sexual coercion is a worldwide health problem that endangers the well-being of those involved. In the same line of the most recent and comprehensive studies, this study sought to investigate the extent of sexual coercion, both perpetration and victimization, among male and female adolescents. Moreover, it jointly analyzed the predictive power of different variables that have been considered as useful to design preventive programs. For this purpose, a cross-sectional study, using proportional stratified cluster sampling, was performed and 1,242 Spanish adolescents (15-19 years old) were surveyed. Results show that both genders had reported committing and suffering sexual coercion. However, perpetration was reported more often by males: no significant gender difference was found in victimization. It was also concluded that need for control and power, normative beliefs about sexual coercion, hostile sexism, negative alcohol expectancies, and sociosexual orientation were significant predictors of perpetration for both genders. Concerning victimization, need for control and power and normative beliefs were found to be significant predictors for males and females, as were negative alcohol expectancies and sexual esteem, though only for males. According to these results, both genders can be both perpetrators and victims of sexual coercion in adolescence, but not to the same extent. Moreover, preventive programs should include activities related to perpetration and victimization, taking into account the effectiveness of their components to intervene with male and female adolescents.",2018,Aug,J Interpers Violence,33,16,2467-2485,,10.1177/0886260518774306,29756560,#177,Fernández-Fuertes 2018,"",""
Exploring Gender and Racial/Ethnic Differences in the Effects of Child Sexual Abuse.,Gray S; Rarick S,"Child sexual abuse (CSA) has been linked to a number of adverse effects including hypersexuality (HYP), substance use (SUB), suicidality (SUI), and depression (DEP). Despite a plethora of research on CSA, little is known about how it affects adolescents and the cultural factors that influence their coping styles. This study was founded on social-cultural coping theory and the model of traumagenic dynamics of sexual abuse, suggesting that CSA consequences lead to maladaptive coping mechanisms influenced by sociocultural factors. Using archival data, loglinear analysis was conducted to examine gender differences within racial/ethnic groups in HYP, SUI, DEP, and SUB among adolescent survivors of CSA in a National sample of 13,583 male and female high school students. The purpose of the study was to identify differences in the effects of CSA as manifested by variations of maladaptive coping across racial/ethnic groups and gender. Boys were significantly more likely to use substances, while girls were more likely to experience depressive symptoms and suicidality. Notably, this study did not reveal any significant racial/ethnic differences in adolescent coping. These findings can inform treatment planning and interventions for adolescents who may present with DEP, SUI, SUB, or risky sexual behaviors, but may have underlying trauma from CSA. This study contributes to the knowledge base about the processes that take place within adolescent CSA survivors, shedding light on cultural nuances among adolescent coping and informing culturally competent practice.",2018,Jul,J Child Sex Abus,27,5,570-587,,10.1080/10538712.2018.1484403,29924694,#178,Gray 2018,"",""
Sexual Violence on Campus: Differences Across Gender and Sexual Minority Status.,Martin-Storey A; Paquette G; Bergeron M; Dion J; Daigneault I; Hébert M; Ricci S,"PURPOSE: Sexual violence is a pervasive problem on university campuses. Although previous work has documented greater vulnerability for sexual violence among sexual and gender minority students, little is known about contextual variation in vulnerability to this kind of violence. The goals of the current study were (1) to identify vulnerability among sexual and gender minority students with regard to sexual violence, and (2) to explore if the context of this violence differs across sexual and gender minority status. METHODS: Undergraduate students (ages 18-24) from six francophone universities in Quebec, Canada (N = 4,264) completed online questionnaires regarding their experience of sexual violence, as well as the context of these acts (e.g., the gender of the perpetrator, the status of the perpetrator, and the location of the violence). They also provided information regarding their sexual and gender minority status. Binary logistic regressions were conducted to assess for variation in experiencing sexual violence across sexual and gender minority status. RESULTS: Transgender/nonbinary students generally reported higher levels of sexual violence than their cisgender peers, while variation occurred with regard to vulnerability across sexual identity subgroups. Few differences in context were observed across sexual minority identity. Transgender/nonbinary students were significantly more likely to report sexual violence in athletic contexts and during volunteering activities compared to their cisgender peers. CONCLUSIONS: Findings highlight the higher levels of vulnerability for sexual violence among gender minority and some sexual minority university students. They also point to the contexts in which such violence occurs, suggesting specific strategies for prevention.",2018,Jun,J Adolesc Health,62,6,701-707,,10.1016/j.jadohealth.2017.12.013,29573883,#179,Martin-Storey 2018,"",""
No Girls Allowed: Women in Male-Dominated Majors Experience Increased Gender Harassment and Bias.,Dresden BE; Dresden AY; Ridge RD; Yamawaki N,"The prevalence of gender harassment in male-dominated workforces has been well established, but little is known regarding the experiences of women in male-dominated majors within academia. The current study examines the experiences and gender-related biases of 146 male and female students in male-dominated (MD) and gender-equivalent (GE) majors. This study hypothesizes that men from MD majors, as opposed to GE majors, will exhibit more explicit and implicit bias regarding women in positions of power and authority, resulting in a higher prevalence of gender harassment towards women in MD majors. Results showed that there was no significant difference in self-reported explicit bias against women in positions of power and authority between men from MD and GE majors, but there was significantly more implicit bias among men from MD majors as opposed to GE majors. Additionally, women from MD majors experienced significantly more gender harassment than women from GE majors. Implications of these findings and suggestions to assist those working in education to combat these biases and instances of harassment are discussed.",2018,Jun,Psychol Rep,121,3,459-474,,10.1177/0033294117730357,29298544,#180,Dresden 2018,"",""
Sexual harassment in the work place: Its impact on gynecologic oncology and women's health.,von Gruenigen VE; Karlan BY,"For the last few months, media and news outlets have exposed prominent professionals in many settings who have taken advantage of their status of power and influence to engage in sexual harassment and discrimination in the workplace. In medicine, harassment may include many types of health professionals including physicians, nurses, medical students, colleagues and even patients. Programs for sexual harassment prevention, education and training vary between industries, workplaces, medical schools and hospitals. It is imperative to engage men and women in awareness, education, empowerment of the bystander and movement for cultural change. A grass roots effort should be started by each of us to reach out to our academic institutions, health systems and private practices to review policy, education and codes of conduct. We have the ability to embrace improvement around gender and diversity in our words and actions.",2018,May,Gynecol Oncol,149,2,227-229,,10.1016/j.ygyno.2018.02.018,29526475,#181,vonGruenigen 2018,"",""
Medical and Legal Aspects of Child Sexual Abuse: A Population-Based Study in a Hungarian County.,Enyedy A; Tsikouras P; Csorba R,"BACKGROUND: Very few studies focus on childhood sexual abuse in middle European countries. AIM: The purpose of our study is to describe the medical and legal characteristics of children who experience sexual abuse and explore common features that may result in strategies for prevention. METHODS: Between 2000 and 2015, 400 girls and 26 boys under the age of 18, suspected of being sexually abused, visited one of the four hospitals in a Hungarian county. RESULTS: Mean age at onset was 10.81 years for boys, 13.46 years for girls. In 278 cases (65.3%), the perpetrator was known to the victim, and a stranger was suspected in 148 cases (34.7%). In 79 cases (30.7% of boys and 17.7% of girls), a family member was the accused perpetrator. In more than one-third (boys) and in one-fifth (girls) of cases, sexual abuse had occurred on multiple occasions. In the case of boys, child and adolescent sexual abuse (CSA) included oral genital, genital touching and genital to genital contact in 14 cases (53.8%) and anal intercourse in 12 (46.2%) cases. In case of girls, sexual abuse included coitus in 219 (54.8%), oral genital, genital touching, genital to genital contact in 164 (41.0%), anal abuse in 14 (3.5%) cases, physical injury was incurred in 15 cases. Legal proceedings followed the CSA in 205 (48.1%) cases. CONCLUSION: The results highlight the urgent need to address the issue of sexual abuse in Hungary and minimize its impact. Prevention requires a systematic and lifelong approach to educating children about personal space safety and privacy to reduce vulnerability and is the responsibility of parents and professionals.",2018,Apr,Int J Environ Res Public Health,15,4,,,10.3390/ijerph15040701,29642524,#182,Enyedy 2018,"",""
