Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"DEI: Diversity, Equity, and Inclusion Committee [Women in Engineering]","Migliaccio, Claire","The new Diversity, Equity, and Inclusion Committee (DEI) of the IEEE Antennas and Propagation Society (AP-S) is presented here by the its chair, Claire Migliaccio, full professor at Université Côte d'Azur (France). The main aim of the DEI Committee is to obtain equality and parity in all of the IEEE Regions, starting with gender parity. In this article, the first directions to support women in AP-S are described together a new grant for female scientists and the planned distinguished mentoring program. © 1990-2011 IEEE.",2021,,IEEE Antennas and Propagation Magazine,63,4,138-141,,10.1109/MAP.2021.3086326,,#109,Migliaccio 2021,"",""
Generating a framework for gender and sexual diversity-inclusive STEM education,"Wright, G.W.; Delgado, C.","Students who identify as LGBTQ continue to report feelings of being unsafe at school because of their sexual orientation, gender identity, and gender expression. Access to a gender and sexual diversity (GSD)-inclusive curriculum and supportive teachers may positively improve the school climate for LGBTQ students, but these supports are often not included in STEM classrooms. One response is to ensure that STEM teachers are prepared to integrate GSD-inclusive STEM teaching into their classrooms. This review systematically analyzed the literature on supporting and affirming GSD in K-12 and higher education STEM education contexts. The 81 selected studies were qualitatively analyzed using inductive thematic analysis and epistemic network analysis, and the findings showed that GSD-inclusive STEM education literature coheres around six highly related constructs: Heteronormativity, Social Justice, Epistemic Knowledge of Science and Inquiry, Identity, Embodiment, and GSD language. Identifying these constructs, and the connections among them, led to the generation of an operational framework of GSD-inclusive STEM teaching that can inform and guide STEM teacher education programs and STEM teacher professional development to develop STEM educators' equity literacy around GSD to foster bias-free, equitable, inclusive STEM classrooms. © 2023 Wiley Periodicals LLC.",2023,/,Science Education,,,713-40,,10.1002/sce.21786,,#110,Wright 2023,"",""
Bolstering the Persistence of Black Students in Undergraduate Computer Science Programs: A Systematic Mapping Study,"Belle, A.B.; Sutherland, C.; Adesina, O.O.; Kpodjedo, S.; Ojong, N.; Cole, L.","Background: People who are racialized, gendered, or otherwise minoritized are underrepresented in computing professions in North America. This is reflected in undergraduate computer science (CS) programs, in which students from marginalized backgrounds continue to experience inequities that do not typically affect White cis-men. This is especially true for Black students in general, and Black women in particular, whose experience of systemic, anti-Black racism compromises their ability to persist and thrive in CS education contexts. Objectives: This systematic mapping study endeavours to (1) determine the quantity of existing non-deficit-based studies concerned with the persistence of Black students in undergraduate CS; (2) summarize the findings and recommendations in those studies; and (3) identify areas in which additional studies may be required. We aim to accomplish these objectives by way of two research questions: (RQ1) What factors are associated with Black students' persistence in undergraduate CS programs?; and (RQ2) What recommendations have been made to further bolster Black students' persistence in undergraduate CS education programs? Methods: This systematic mapping study was conducted in accordance with PRISMA 2020 and SEGRESS guidelines. Studies were identified by conducting keyword searches in seven databases. Inclusion and exclusion criteria were designed to capture studies illuminating persistence factors for Black students in undergraduate CS programs. To ensure the completeness of our search results, we engaged in snowballing and an expert-based search to identify additional studies of interest. Finally, data were collected from each study to address the research questions outlined above. Results: Using the methods outlined above, we identified 16 empirical studies, including qualitative, quantitative, and mixed-methods studies informed by a range of theoretical frameworks. Based on data collected from the primary studies in our sample, we identified 13 persistence factors across four categories: (I) social capital, networking, & support; (II) career & professional development; (III) pedagogical & programmatic interventions; and (IV) exposure & access. This data-collection process also yielded 26 recommendations across six stakeholder groups: (i) researchers; (ii) colleges and universities; (iii) the computing industry; (iv) K-12 systems and schools; (v) governments; and (vi) parents. Conclusion: This systematic mapping study resulted in the identification of numerous persistence factors for Black students in CS. Crucially, however, these persistence factors allow Black students to persist, but not thrive, in CS. Accordingly, we contend that more needs to be done to address the systemic inequities faced by Black people in general, and Black women in particular, in computing programs and professions. As evidenced by the relatively small number of primary studies captured by this systematic mapping study, there exists an urgent need for additional, asset-based empirical studies involving Black students in CS. In addition to foregrounding the intersectional experiences of Black women in CS, future studies should attend to the currently understudied experiences of Black men.",2023,12/,ACM Transactions on Computing Education,23,4,40 (42 pp.),,10.1145/3617896,,#111,Belle 2023,"",""
Participation pathways for women into university makerspaces,"Tomko, M.; Aleman, M.W.; Newstetter, W.; Nagel, R.L.; Linsey, J.","Background: Engineering education has observed considerable growth in academic makerspaces with initial data indicating significant potential for makerspaces to support learning. Purpose/Hypothesis: Given gender disparities in engineering as a professional community of practice (CoP) and indications for makerspaces as sites for learning, educational researchers need to forge a better understanding of women's pathways into makerspaces, including the barriers that inhibit and the catalysts that broaden participation. Design/Method: This study employed qualitative interviews with 20 women students who were identified as makers in order to gain insights into the characteristics of their pathways into university makerspaces. Results: Using grounded theory development, four major aspects of students' pathways emerged: (1) early forms of apprenticeship through mentors; (2) overcoming and resisting limiting gendered expectations imposed by others in early experiences in unfamiliar makerspace CoPs, resulting in failed articulations of related communities; (3) successful articulations of community grounded in making-centered coursework and personal passions; and (4) relationships in college that expanded access, leadership, and visibility toward fuller participation in makerspace CoPs. Conclusion: Educational interventions to broaden women's participation in makerspaces must be multipronged and attend to early childhood experiences, include supportive opportunities for women to participate in making in K-12 and university curricula, expand definitions of making to legitimize the arts and crafts as part of design, and create apprenticeship opportunities for women to mentor women in makerspaces. We must change the narrative of who makers are, what making is, and who belongs in makerspaces to reduce barriers and create inclusive making communities. © 2021 ASEE.",2021,/,Journal of Engineering Education,110,3,700-17,,10.1002/jee.20402,,#113,Tomko 2021,"",""
Undergraduate physics students' experiences: Exploring the impact of underrepresented identities and intersectionality,"Keblbeck, D.K.; Piatek-Jimenez, K.; Medina Medina, C.","Historically, physics has been a predominantly male field, with previous literature showing that there is little diversity among U.S. physics students at the undergraduate and graduate levels or among physicists within the work force. Recent research indicates that the lack of diversity in physics is partially due to an unwelcoming climate within physics departments, as well as differential experiences during college. Most physics education research that addresses the lack of underrepresented identities within the field has focused on the identities of women and people of color. There has been little research to investigate people with multiple underrepresented identities, including those such as socioeconomic status, first-generation college students, or learning disabilities. Furthermore, there has been even less research conducted to better understand the impacts of the intersection of these underrepresented identities and how it relates to experiences when pursuing a physics major. In order to address this gap in the literature, our research project has investigated undergraduate physics students' experiences to better understand what factors affect their experiences and how these may differ by the intersection of one's underrepresented identities. In particular, we explored how these identities impact their experiences as a physics major. To achieve this goal, we conducted a series of in-depth interviews with physics majors at one university to learn more about their college experiences regarding physics. Our findings suggest that there is a disproportionate number of obstacles when pursuing a physics major faced by those with a greater number of underrepresented identities. We conclude that there is a need for more equitable pedagogical practices and departmental policies within the undergraduate physics experience, in addition to a more ""human"" approach to mentorship, in order to foster an environment in which students with underrepresented identities can feel supported and thrive academically and professionally. In particular, we believe that dedicated formal pedagogical trainings that teach diverse teaching skills to accommodate students with different learning styles would be useful to many university physics instructors. This type of formal training would include annual workshops designed to educate faculty on how curriculum, pedagogy, and departmental practices can be altered to be more inclusive with the intent to ensure a more equitable and welcoming experience for all students. Additionally, incorporating mentorship programs that focus on a more individualized and natural support system would likely benefit all students, especially those with underrepresented identities, by creating a more welcoming and inclusive space within physics departments.",2024,/,Physical Review Physics Education Research,20,2,020120 (17 pp.),,10.1103/PhysRevPhysEducRes.20.020120,,#115,Keblbeck 2024,"",""
Perspectives on the contributions of women to the hydrologic sciences and their changing demographics at USDA Forest Service Experimental Forests and Ranges,"Rustad, Lindsey; Adams, Mary Beth; Dymond, Salli F.; Gregory, Margaret; Miniat, Chelcy F.","The increase in the frequency and severity of water crises around the world necessitates maintaining or augmenting investments in the hydrologic sciences, including in a trained, diverse workforce. The USDA Forest Service operates a network of 85 Experimental Forests and Ranges, Experimental Watersheds, and cooperating sites (EFRs), 31 of which include long-term hydrologic studies (HydroEFRs). The HydroEFRs are centers for hydrologic science and education and play a key role informing watershed policy and management. The goals of this study were to understand (1) how, broadly, the women associated with the HydroEFRs (including women in the Forest Service workforce and women with cooperating agencies or universities who have worked at HydroEFRs) have contributed to hydrologic sciences and (2) how, more specifically, the number and roles of women in the Forest Service workforce associated with the HydroEFRs have changed over time. Data were collected from the EFR Data Explorer, the USDA Forest Service Human Resources Management (HRM) Data Metrics and Analysis Team (DMAT), literature reviews, and questionnaires to USDA EFR scientists-in-charge and to women who were or had been involved in hydrologic sciences at EFRs. Results showed that women associated with the HydroEFRs have made significant contributions to the hydrologic sciences, including authoring or co-authoring over 3,000 publications, with over 170,000 citations since 1977 and an H-index of 181. In their own words, the women indicated that they were also active in contributing to hydrologic fieldwork, providing stewardship for long-term data, and contributing to the social capital of the HydroEFRs through teamwork, collaboration, and mentoring. For the Forest Service, trends in employment records from 1992 through 2021 showed a 55% contraction of the entire FS R&D workforce, including a 59% loss in the number of women in the FS R&D workforce, a 50% loss in the number of women associated with HydroEFR duty stations, and a 26% loss in the number of women in hydrology positions. During this period, there was a greater loss of both women and men in lower-graded positions relative to higher-graded positions in the FS R&D workforce, with serial implications for the ability of the workforce to collect data, produce basic science publications, and conduct syntheses. Although the ratio of women:men declined across the Forest Service and FS R&D, the ratio of women:men increased at the HydroEFRs (driven by a higher ratio of women:men at higher grade levels) and for management positions within FS R&D and at the HydroEFRs.When asked, women valued their contributions to the hydrologic sciences and envisioned a more equitable future for women in hydrology. Overall, results show that HydroEFRs have played an important role in advancing the careers of women in the hydrologic sciences, who, in turn, have contributed to the groundbreaking hydrologic research that occurs at these long-term research sites. As water crises around the world continue to escalate, building a strong, diverse workforce in the hydrologic sciences and supporting the places where they can conduct their research is important. © 2023",2023,,Journal of Hydrology,621,,,,10.1016/j.jhydrol.2023.129469,,#116,Rustad 2023,"",""
Women and men in the Australasian College of Physical Scientists and Engineers in Medicine: workforce survey,"Bezak, Eva; Suchowerska, Roksolana; Claridge Mackonis, Elizabeth; Pillen, Heath; Ralston, Anna; Haworth, Annette; Suchowerska, Natalka","A survey was designed to determine aspirations, motivations and workplace experiences of both female and male members of the Australasian College of Physical Scientists and Engineers in Medicine (ACPSEM). The survey collected both quantitate and qualitative data, including open ended questions. This paper reports the survey’s qualitative results. The research was approved by Ethics at University of South Australia and endorsed by ACPSEM. All 205 women (30% of total membership) and 440 men were invited to complete the survey online. The data for the qualitative analysis were responses to open-ended questions within the survey. 102 women and 150 men completed surveys were received, with 66 surveys analysed, before data saturation was reached. The survey revealed a number of themes that reflect concerns and opportunities identifying the direction for improving work-life balance and gender equity within the medical physics profession in Australasia. Issues around managing challenging workloads and professional development were amplified for women with children and child-rearing responsibilities, directly contributing to a reduction in work capacity and a reorientation of work-life priorities. The survey provides direction for strategies to improve work-life balance and enable equitable engagement in the profession. The first is to identify and develop role models that actively model successful work-life balance and flexibility in gender roles and in professional conduct. The second is to improve the management skills of current and emerging administrators, advocating for improved work conditions for medical physics professionals at an organisation level. Finally, efforts need to be made to establish flexible professional development and career progression opportunities amongst those that are unable to commit to large workloads, which is common for those with child-rearing responsibilities. The realisation of these strategic goals will reduce the identified barriers to full female participation in the workforce, and shift gender-based subcultures within the workplace. © 2018, Australasian College of Physical Scientists and Engineers in Medicine.",2019,,Australasian Physical and Engineering Sciences in Medicine,42,1,33-41,,10.1007/s13246-018-0706-z,,#117,Bezak 2019,"",""
"Gender differences in academic entrepreneurship: experience, attitudes and outcomes among NSF I-CORPS participants","Epstein, A.; Duval-couetil, N.; Huang-saad, A.","Purpose Expanding access to entrepreneurship training programs can be a method to increase female involvement in technology commercialization only if these programs adequately address the specific challenges facing female faculty and graduate students. In the context of the US National Science Foundation's Innovation Corps (NSF I-Corps) program, this study examines gender differences in prior experience and attitudes towards the training in order to propose improvements to the program design. Design/methodology/approach This quantitative study uses Pearson's Chi-Square and ANOVA tests on survey data from the I-Corps national program (n = 2,195), which enrolls faculty members, graduate students, postdoctoral researchers and industry experts. Findings In comparison to male participants, female I-Corps participants reported less entrepreneurial experience prior to the program, poorer team relationships during the program and lower entrepreneurial intention and technology commercialization readiness at both the beginning and the end of the program. However, no gender differences were found in positive or negative perceptions of the instructional climate or perceptions of program usefulness. Originality/value This study is unique as it is based on a large-scale dataset drawn from sites across the United States. The results support potential changes to I-Corps and similar programs, including providing more explicit instructions for tasks with which female participants have less prior experience than males (e.g. in applying for patents), offering guidance for team interactions, and providing mentorship to assess whether low self-efficacy is leading women to underestimate the potential success of their projects.",2022,/,International Journal of Gender and Entrepreneurship,14,1,117-41,,10.1108/IJGE-10-2020-0166,,#118,Epstein 2022,"",""
Addressing Negative Racial and Gendered Experiences That Discourage Academic Careers in Engineering,"Robinson, W.H.; McGee, E.O.; Bentley, L.C.; Houston, S.L.; Botchway, P.K.","Engineering faculty members play a multifaceted role in the profession in that they help discover, promote, and disseminate advancements in technology, and they engage in capacity-building by training a future workforce of engineers. However, many potential faculty members are dissuaded from academia. A study of Black engineering PhD students and postdoctoral scholars investigates their career decision-making processes concerning the professoriate. The racial and gendered experiences of these students and scholars have impacted their desires and choices to pursue an academic career. Programmatic innovation is needed within graduate mentoring programs to address racial, gender, and other identity-based biases within engineering and academia, in addition to traditional content that focuses on presentation skills, networking, and other professional development areas. A new approach develops a mentoring curriculum that raises racial and gender consciousness by utilizing the expertise of scholars from various social science disciplines.",2016,03/,Computing in Science & Engineering,18,2,29-39,,10.1109/MCSE.2016.38,,#119,Robinson 2016,"",""
"A trend, analysis, and solution on women's representation in diagnostic radiology in North America: a narrative review","Khounsarian, Fatemeh; Abu-Omar, Ahmad; Emara, Aida; Marinescu, Daniel; Yong-Hing, Charlotte J.; Ali, Ismail Tawakol; Khosa, Faisal","Despite the demonstrated benefits of gender diversity in medicine, women in Radiology in North America are still underrepresented. We reviewed the literature to highlight the current status of women in Radiology in North America, identify the underlying causes of the gender gap, and provide potential strategies to close this gap. We conducted a narrative literature review using the terms (""Gender Disparity"" OR ""Gender Inequality"") AND (""Radiology Department"" OR ""Radiology Residency""), searching data from April 2000 to April 2022 in Ovid Medline, Embase, PubMed, and Scopus. Our results indicate that Radiology in North America lacks gender diversity in its subspecialties, academic leadership, and research productivity, which the COVID-19 pandemic has further exacerbated. Challenges stemming from a dearth of women role models, limited preclinical contact, and a high rate of burnout contribute to the current gender inequality. Several complementary and supplementary steps can enhance gender diversity in Radiology. These include increasing education and exposure to Radiology at earlier stages and optimizing mentorship opportunities to attract a more diverse pool of talent to the discipline. In addition, supporting resident parents and enhancing the residency program's culture can decrease the rate of burnout and encourage women to pursue careers and leadership positions in Radiology. © 2024 The Authors",2024,,Clinical Imaging,109,,,,10.1016/j.clinimag.2024.110135,,#121,Khounsarian 2024,"",""
Paving the way and passing the torch: mentors’ motivation and experience of supporting women in optical engineering,"Kodate, Naonori; Kodate, Kashiko; Kodate, Takako","The phenomenon of women's underrepresentation in engineering is well known. However, the slow progress in achieving better gender equality here compared with other domains has accentuated the ‘numbers’ issue, while the quality aspects have been largely ignored. This study aims to shed light on both these aspects via the lens of mentors, who are at the coalface of guiding female engineers through their education and subsequent careers. Based on data collected from 25 mentors (8 men and 17 women from 8 countries), the paper explores their experiences of being mentors, as well as their views on recommended actions for nurturing female engineers. The findings reveal that the primary motivation for becoming a mentor was personal for men and women. Many mentors from countries with relatively lower female labour participation rates perceive their roles as guarantors of their mentees’ successful future career paths, and a similar trend can be found in mentors in academia. The study underscores the need for invigorating mentors’ roles in order to secure a more equitable future for engineering education. © 2014, SEFI.",2014,,European Journal of Engineering Education,39,6,648-665,,10.1080/03043797.2014.899323,,#122,Kodate 2014,"",""
Mitigating delayed academic promotion of female radiologists due to the COVID pandemic,"Tso, Hilda H.; Parikh, Jay R.","Achieving promotion in rank is considered an important measure of career success for academic radiologists. Multiple studies have shown prevailing gender inequities disadvantaging women in medicine. The recent global pandemic due to COVID-19 has affected all parts of society but has disproportionately impacted women and may delay academic promotion of female academic radiologists. We reviewed the evidence regarding the potential career impact of the COVID-19 pandemic on female radiologists. The pandemic has disproportionately increased women's domestic and childcare responsibilities and decreased female researchers' productivity which may delay academic promotion. Strategies to address the problem of delayed promotion of female radiologists include raising awareness, mentorship and sponsorship, operational flexibility, and support with domestic and childcare responsibilities. © 2021 Elsevier Inc.",2021,,Clinical Imaging,76,,195-198,,10.1016/j.clinimag.2021.04.010,,#123,Tso 2021,"",""
What we can learn from elite academic staff publication portfolios: a social network analysis,"Grant, M.J.; Lotto, R.R.; Jones, I.D.","Purpose- The study aims to construct an understanding of professional academic writing network structures to inform organisational strategic investment in academic staff development. Design/methodology/approach - Longitudinal social network analysis is used to examine the personalnetworks evident in the publication portfolios of a purposive sample of four international academics across each quartile of the SCOPUS defined area of General Nursing’s top 100 authors. Findings - Trends in the publication portfolios of elite academics across gender, sector and geographic location are presented. In the first years of successful writing for publication, authors collaborate within a single highly connected co-author network. This network will typically expand to include new co-authors, before additional separate co-author collaborations emerge (threeto fouryears). Authors experience steady growth in co-author numbers fourto sevenyears from first co-authored publication. After a period of rapid expansion, these collaborations coalesce into a smaller number of highly connected groups (eightto tenyears). Most collaborations occur within the higher education sector and across multiple disciplines including medicine, social sciences and psychology. Male co-authors are disproportionately represented in what is a predominantly female profession. Practical implications - The development of extended co-author networks, locally, internationally and across the higher education sector, enable authors to attain the marker of achievement required by universities and government funding bodies, namely sustained output of academic publications. Identified trends support the inclusion of investment in academic time and resources in higher education institutions strategic and operational plans to enable academic staff to develop interdisciplinary professional networks. In focussing this investment on gender equality, female academics will experience parity of opportunity in achieving their organisational and personal goals relating to professional academic writing. Medium-term investment may be required before the impact of that investment becomes apparent. Originality/value - This is the first example of social network analysis used to determine characteristics of professional academic writing portfolios over time. Findings inform the type and range of investment required to facilitate academic staff writing activities, specifically those publishing in the area of General Nursing.",2020,/,Aslib Journal of Information Management,72,4,605-24,,10.1108/AJIM-10-2019-0300,,#124,Grant 2020,"",""
Undergraduate Engineering Students’ Understanding of Engineering Disciplines: An Empirical Study,"Onal, Sinan; Temko, Ezra","This study investigates the perceived familiarity with different engineering disciplines among engineering students at Southern Illinois University, Edwardsville (SIUE), with a focus on disparities across gender, race, and academic majors. Data were collected via an online Qualtrics survey from undergraduate engineering students at SIUE during the Fall 2022 and Spring 2023 semesters. The survey, which achieved a 25% response rate with 275 completed surveys, assessed students’ ability to identify six key engineering disciplines. Quantitative analysis methods, including linear regression and multivariate analysis, were applied to examine how demographic factors influence students’ familiarity and identification skills. Weighted data were used in the analysis to correct for non-response bias related to gender, race, and major selection. Findings indicate notable disparities: male and White students exhibited higher familiarity compared to Female and Gender Queer (FGQ) students and students of color, especially Asian American and Pacific Islander (AAPI) students. Students enrolled in broad-based and interdisciplinary engineering programs demonstrated better overall understanding than their peers in more specialized programs. The study confirms that perceived familiarity significantly predicts correct identification, suggesting that increased educational exposure to various engineering fields can enhance accuracy. These results underscore the importance of revising educational curricula to include more inclusive and comprehensive exposure to all engineering disciplines. Interventions such as redesigned coursework, expanded mentorship programs, and increased support for underrepresented groups are recommended to address the observed disparities. Future research should aim to validate these interventions and explore longitudinal trends in engineering education familiarity. © 2024 TEMPUS Publications.",2024,,International Journal of Engineering Education,40,5,1129-1149,,,,#125,Onal 2024,"",""
Gender Bias and Its Impact on Self-Concept in Undergraduate and Graduate Construction Education Programs in the United States,"King-Lewis, A.; Yongwei Shan; Ivey, M.","Previous studies argued that gender bias has an effect on the retention of female students in male-dominated academic programs. This study examined the prevalence of gender bias in construction education programs from different sources and the impact on students' self-concept. Participants responded to a quantitative survey measuring gender bias, construction education self-concept, supportiveness of peers, and group identity. Results indicated that 87% of female students experienced gender bias in the previous year, which emanated significantly more often from male peers than from female peers, mentors or advisors, or professors. Gender bias had a direct impact on students' self-concept, as did group identity. These findings suggest that interventions attempting to curtail gender bias in construction education programs should focus on male peers as their primary target and professors as a secondary target. Strategies to build group identity likely will improve students' self-concept. This study contributes to the body of knowledge by exploring gender bias in construction degree programs and the impact of these experiences on student's self-concept, and by providing evidence-based recommendations for fostering the inclusion of women in construction-related academic programs.",2021,/,Journal of Construction Engineering and Management,147,11,04021155 (10 pp.),,10.1061/(ASCE)CO.1943-7862.0002189,,#126,King-Lewis 2021,"",""
The Role of Supportive Others in Academic Decisions; Differences in Construction Management Students by Gender,"Thevenin, M.K.; Elliott, J.W.","This study examines the influence of supportive others on male and female undergraduate construction management (CM) students’ academic decisions. Specifically, we measured perceived levels of influence by inspiration/modeling (IM) and support/guidance (SG) and compared these with construction education domain-level self-efficacy (CESE) and motivation (CEM) to pursue CM education. Students (n = 587) in CM programs at three Midwest universities participated in this quantitative study. Results showed that students who report higher IM and SG have significantly (p < .001) higher CESE and CEM toward construction education and vice versa. Students with a mentor or role model working in the construction industry reported significantly (p < .001) higher levels of IM compared with students whose mentor or role model does not work in the construction industry. Data were stratified by gender and the results showed that female students’ self-efficacy and motivation had stronger correlations with inspiration/modeling than with support/guidance from supportive others; the opposite was true among male students. This article suggests that recruitment efforts for construction education programs should utilize persons working in the construction industry and be tailored to male or female students. Study limitations and areas of further research are discussed.",2018,/,International Journal of Construction Education and Research,14,4,257-76,,10.1080/15578771.2017.1319884,,#127,Thevenin 2018,"",""
African American males' experiences on multiracial student teams in engineering,"Cross, K.J.; Paretti, M.C.","Team projects in engineering are critical sites for professional and personal development as students interact with peers and faculty on projects designed to simulate professional engineering work. These projects allow students to practice behaviors and roles to support their engineering identity development and sustained participation in STEM. However, such projects can also have negative impacts on students from underrepresented populations. Multiple studies of women's experiences on such teams point to unequal gender dynamics and negative experiences. Few studies, however, have focused on racial dynamics. To fill this gap, the current study uses phenomenology to explore the experiences of African American males on multiracial student engineering teams. Eight African American male engineering students were interviewed three times over the course of a semester as they worked on team projects. Intergroup contact theory (ICT), a social science theoretical framework based on the contact hypothesis to reduce anxiety between distinct social groups via interaction under specific conditions, informed the study design. Overall, participants described positive team experiences that included personal interactions and significant awareness of the negative stereotypes about African Americans in engineering and society. The participants also described a lack of friendship opportunity and conflict associated with unmet expectations. Interestingly, participants described their proactive effort to dispel negative stereotypes. Emergent themes are discussed as well as implications for faculty's approach to student teams or unconscious bias of teammates.",2020,/,Journal of Women and Minorities in Science and Engineering,26,4,381-411,,10.1615/JWomenMinorScienEng.2020033004,,#128,Cross 2020,"",""
Women in radiology: why is the pipeline still leaking and how can we plug it?,"Weigel, Katharina S; Kubik-Huch, Rahel A; Gebhard, Catherine","Today, >50% of medical students are women. This proportion, however, dramatically decreases throughout the higher levels of academia, a phenomenon described as the ""leaky pipeline."" This gender disparity is particularly pronounced in academic radiology, mirrored by a significant lack of women in editorial board positions, key authorship positions, and conference keynote lectures. The scientific invisibility is not only a key hurdle facing women in radiology, the lack of female role models and mentors in this context might also negatively affect career choices of young female radiologists thereby further widen the existing gender gap. In this article, the origins of the ""leaky pipeline,"" the reasons for women’s choice or rejection of careers in academic medicine, as well as solutions as to how the continued loss of a large part of the talent pool can be prevented, are discussed. Active monitoring and intervention are needed to identify problems, plan targeted actions, and evaluate their efficacy. Among those are measures that address a lack of support in the workplace, specific mentoring needs of women, ﬂexible working hours and opportunities to align work and family, ﬁnancial constraints, and support for returners after career breaks. Cooperative steps of politics and universities need to be taken that ensure a sustainable way forward to enable many talented women in radiology to achieve their full potential. © The Foundation Acta Radiologica 2019.",2020,,Acta Radiologica,61,6,743-748,,10.1177/0284185119881723,,#129,Weigel 2020,"",""
The Role of the Society of Mining Professors in Promoting Gender Equality in the Field of Mining,"Barakos, George; Binder, Angela; Brickey, Andrea; Pavlovic, Natalija; Radl, Alexandra; Sarver, Emily; Schubert, Mareike","The Society of Mining Professors (SOMP) forms a global community of academics dedicated to advancing mining engineering and related sciences. Their primary aim is to promote scientific, technical and professional knowledge to ensure a sustainable supply of minerals and support responsible mining practices. Through information exchange, the promotion of research and teaching partnerships and other forms of collaboration, SOMP significantly contributes to the advancement of raw materials sciences. A particular focus is on supporting the professional development and social awareness of its members. These efforts aim to increase the representation of women in this field and promote gender equality. Membership in the SOMP is open to all who are directly involved or associated with the training of mining engineers, with a special emphasis on facilitating younger academics’ entry into the international network. The organization also advocates for equality and diversity in the mining sector and creates a platform for intense exchange and collective advancement of its members through annual meetings. © 2024, Bergbau-Verwaltungsgesellschaft mbH. All rights reserved.",2024,,Mining Report,160,5,440-447,,,,#130,Barakos 2024,"",""
Examining the self-efficacy of teacher candidates’ lifelong learning key competences and educational technology standards,"Kan, A.U.; Murat, A.","The aim of this study is to examine the relationship between the candidate’s lifelong learning key competences and educational technology standards self-efficacy. Relational scanning model was used in the study. The sample of the study consists of 594 teacher candidates enrolled in the pedagogical formation course of the Faculty of Education of Fırat University. In order to collect data, the “Lifelong Learning Key Competences Scale” developed by ŗahin, Akbaşlı and Yanpar-Yelken (2010) and “Competences Scale for Educational Technology Standards” developed by Çoklar (2008) were used. Diagnostic analysis, t-test, MWU and Pearson Correlation analysis were benefited from for data analysis. According to the analyzes, it was determined that teacher candidates participated in lifelong learning key competencies in upper intermediate level in dimensions other than “communication in foreign language competence” sub-dimension. Significant results were found in favor of female candidates in terms of the “competence of communication in the mother tongue”, “competency to learn learning”, “competency of social citizenship awareness” and according to the gender variable across the scale. It is determined that teacher candidates have high level of educational technology standards self-efficacy. A significant difference in favor of female candidates was observed according to the gender variable “technological processes and concepts knowledge”, and according to gender” learning environments and planning and designing of learning experiences” sub-dimensions. It was figured out that teacher candidates had moderate level positive relationships between the key competences of lifelong learning and the educational technology standards self-efficacy sub-dimensions. In the light of the results of the research, it has been recommended some suggestions.",2020,03/,Education and Information Technologies,25,2,707-24,,10.1007/s10639-019-10072-8,,#131,Kan 2020,"",""
Career choices in information and communication technology among South Western Nigerian women,"Ojokoh, Bolanle Adefowoke; Adeola, Oladele Stephen; Isinkaye, Folasade Olubusola; Abraham, Chon","This study is designed to discover the key factors for the under-representation and lack of career progression or otherwise of women in the ICT field, specifically in South Western Nigeria. Questionnaires were administered to women (i.e., students, lecturers and other staff) studying or working in selected higher institutions. The results show that 90% of the women studied are self-motivated in their choice of the ICT career with very little external incentivizing or encouragement supporting their choice, besides the lure of high compensation and prestige associated with skilled ICT work. The slight influence on the career choice of women to pursue ICT derives from everyday use of computers and career information provided by role models and mentors, which are atypical, while, those women who did not choose a career in ICT did so because of their perception of the overabundance of required programming skills. Other barriers include environmental working conditions, infrastructure and electricity in the work area needed to support ICT related work. Although, many of the career women believe that they are competitive with their male counterparts in ICT; the fact remains in South Western Nigeria that only a few women are senior associates at organizations in the ICT field. Recommendations are offered to decrease this disparity and address enabling conditions for change. Copyright © 2014, IGI Global.",2014,,Journal of Global Information Management,22,2,48-77,,10.4018/jgim.2014040104,,#132,Ojokoh 2014,"",""
“Simply the best”: Professors nominated by students for their exemplary technology practices in teaching,"Jorgensen, M.; Havel, A.; Fichten, C.; King, L.; Marcil, E.; Lussier, A.; Budd, J.; Vitouchanskaia, C.","Our goal was to explore the technology related pedagogical practices of college professors deemed by their students to be excellent in using technology in their teaching. We explored the views of 114 community/junior college professors who were nominated by their students as excellent in using technology in their teaching using both questionnaires and interview methods. Results were analyzed using descriptive and inferential statistics. Results show no gender or years teaching in college differences in professors’ self rated proficiency or comfort with technologies. Results also show that most professors taught themselves how to use technologies with the help of online resources, through trial and error, and with help from colleagues and support staff. Challenges using technology were related primarily to technical problems, such as technologies not working and the institution’s computers and networks being slow. However, professors in our sample usually had a back-up plan and found ways to carry on even if the technology failed. Our findings report on the most and least frequently used technologies in face-to-face teaching, on how professors typically used the course management system, on how professors communicate with students, including the very small number who used social media to do this, and the likelihood of allowing students to use their personal mobile technology in class. Our findings also show that the professors showed their students how to use technologies required for the course. We discuss the practical significance of our findings and their implications for faculty, students, and the institution itself. In particular, we make recommendations about the need for ongoing collaboration between the institution, the professors, and the students and about technology related professional development professors would like to see their college provide.",2018,01/,Education and Information Technologies,23,1,193-210,,10.1007/s10639-017-9594-1,,#133,Jorgensen 2018,"",""
