Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"International Women in Biomechanics: Promoting, supporting, and sustaining the careers of women in biomechanics",Ebrahimi A.; ; Daniels K.A.J.; Gaffney B.M.M.; Banks C.L.; McDonald K.A.; Kessler S.E.; Maharaj J.N.,"Gender biases and inequities are prevalent across many scientific fields and biomechanics is likely no exception. While progress has been made to support women in the field, especially at biomechanics society conferences, the recent COVID-19 pandemic has exacerbated professional isolation. The International Women in Biomechanics (IWB) community started in July 2020 with the mission of fostering an environment for women and other under-represented genders in biomechanics to gain year-round support, visibility, and allyship. Nearly 700 biomechanists have joined the IWB community from over 300 universities/organizations and 33 countries. Our community ranges in career stages and professions and interacts through a forum-style platform, teleconference meetings, and social media. In 2021, we conducted a survey to identify the needs, concerns, and issues faced by individuals in the IWB community. We received 144 responses from members in 16 countries. Our survey revealed three primary needs for women in biomechanics: supportive working environments, career planning support, and addressing workplace gender bias. These results, in conjunction with scientific evidence on workforce gender bias, helped us identify three key areas to meet our mission: Member Support, Community Outreach, and Empowering Allyship. Several levels of support are required in these three areas to ensure a lasting, positive, and sustainable impact on gender equity in biomechanics. We conclude by providing our perspectives on an evidence-based call to action to continue addressing gender bias and inequity at the individual, institutional, and scientific society levels. These actions can collectively enhance our allyship for women in the field of biomechanics.<ovid:br/>Copyright &#xa9; 2022",2023,/,Journal of Biomechanics,146,"(Ebrahimi) Independent Researcher, Rockville, MD, United States(Daniels) Department of Sport and Exercise Sciences, Manchester Metropolitan University, Manchester, United Kingdom(Gaffney) University of Colorado Denver, Denver, CO, United States(Banks) Cen",111419,2022015537,https://dx.doi.org/10.1016/j.jbiomech.2022.111419,36587460,#113,Ebrahimi 2023,"",""
Women Authorship Trends in the Highest-Impact Anesthesiology Journals from 2005 to 2021,Keim A.A.; ; Pelkey M.N.; Broadfoot J.E.; Folley T.A.; Kraus M.B.; Maloney J.A.; Strand N.H.; Misra L.,"Background: Although women and men have matriculated into medical schools in similar proportions since the 1980s, recent data indicate that anesthesiology is lagging in gender equity, especially in academic leadership roles.1,2 As promotion in academic medicine is strongly influenced by publications, understanding whether a lack of women authorship is contributing to this gender gap is crucial.3,4 This article aims to assess how woman authorship trends have changed in the last 16 years, including during the COVID-19 pandemic. <ovid:br/>Material(s) and Method(s): The five highest impact journals in anesthesia were identified as Journal of Clinical Anesthesia, British Journal of Anaesthesia, Anesthesiology, PAIN, and Regional Anesthesia & Pain Medicine. Number of total authors, including women, men, and unknown gender authors as well as incidence of woman first and/or last author, was documented from articles published in 2005, 2010, 2015, 2020, and 2021. <ovid:br/>Result(s): This analysis shows that women are gaining representation in anesthesia publications. Overall, there was a statistically significant increase in the total number of women authors and women first and last authorship. However, as of 2021, women still only represented ~40% of total and first authors and ~24% of last authors. In addition, increase in first/last woman authorship was not present in all journals when stratified. <ovid:br/>Conclusion(s): These journal differences may suggest the editorial evaluation process as a potential source of gender bias. There was a statistically significant relationship between women senior authors and articles with 50% or more women authors, indicating that woman mentorship is contributing to closing equity gap. These data present a starting point for further investigations into gender disparities within anesthesia to continue the forward progression for women in academic medicine.<ovid:br/>Copyright &#xa9; 2023, Mary Ann Liebert, Inc.",2023,/,Journal of Women's Health,32,5,592EP  - 597,2024777532,https://dx.doi.org/10.1089/jwh.2022.0532,36637854,#114,Keim 2023,"",""
Barriers for research activities in residency programs: A mix-methods study,Merino T.; ; Rojas V.; Fuentes-Lopez E.; Sanchez C.; Pizarro M.; Fuentes-Cimma J.; Cifuentes L.; Cuello M.; Carvajal J.; Balcells M.E.; Riquelme A.,"Introduction: Research activities have a positive impact on the performance of residents. However, information on research conducted by residents from developing countries is scarce. Our study sought to identify the barriers and facilitators for developing research in medical residency programs in a Latin-American faculty of medicine. <ovid:br/>Method(s): A mixed methodology study design was carried out. We used a grounded theory approach for the qualitative phase, collecting data through semi-structured interviews and focus groups with faculty and residents. For the quantitative phase, surveys were administered to residents and teachers. We used factor analysis and scree plot (validity), Cronbach's alpha, and Intraclass correlation coefficient (reliability) to evaluate the surveys' psychometric properties. <ovid:br/>Result(s): Focus groups involving ten faculty members and 15 residents were conducted, and the following domains were identified: a) facilitators for resident participation, b) barriers, c) strategies for introducing research into the curriculum, d) arguments supporting research activities throughout medical residency, and e) profile of research-motivated residents. Both residents and faculty members identified a lack of protected time and adequate mentoring as the major barriers. A gender gap was found related to international publications (34% vs. 66% women/men); women perceived that research activities 'compete with other activities' (OR: 2.04, 95% CI 1.03 to 4.07). <ovid:br/>Conclusion(s): Research is highly valued by both residents and faculty members at a Latin-American university with a strong academic output. Major barriers to promoting research in this context include lack of protected time and effective mentoring, and gender gaps. Strategies proposed to improve research within medical residency programs include: establishing an interdisciplinary mentoring program between residents and researchers, promoting elective rotations, and rewarding proposals that consider gender equity.<ovid:br/>Copyright This work is licensed under a Creative Commons Attribution 4.0 International License.",2023,/,Medwave,23,1,e2627,640061393,https://dx.doi.org/10.5867/medwave.2023.01.2627,36652574,#115,Merino 2023,"",""
Monitoring and evaluation in the professional development of EDI practitioners,Leung A.; ,"Monitoring and evaluation (M&E) are fundamental functions in the international development sector; they are however less known - although they are already being carried out to some extent - in advancing equality, diversity and inclusion (EDI) in higher education. Adapting the definitions provided by the Independent Evaluation Group (IEG) of the World Bank [1] to the EDI context, monitoring can be defined as a continuing function that uses systematic collection of data on specified indicators to provide management and the main stakeholders of EDI interventions with indications of the extent of progress and achievement of objectives. Evaluation, on the other hand, can be defined as the process of determining the worth or significance of EDI activities or programmes to determine the relevance of objectives, the efficacy of design and implementation, the efficiency of resource use, and the sustainability of results. An evaluation should also enable the incorporation of lessons learned into decision-making processes. I would like to suggest three reasons why knowledge and skills of M&E are important elements in developing the careers of EDI practitioners in higher education. First, M&E help ensure that EDI activities are data-driven and evidence- based. With M&E data and evidence, EDI practitioners can justify and account for resources and investment, as well as more confidently inform and influence decision makers in universities. The findings from M&E can also help universities share with other institute's their experiences in advancing EDI to benefit an even larger number of people. In addition, it can be argued that the Athena Swan charter has M&E principles embedded and therefore requires EDI practitioners to understand M&E; three notable examples are success measures, rationales and impact, all of which are key concepts of M&E. Second, universities are ideal environments for EDI practitioners to develop M&E capabilities. The knowledge and skills of M&E are not dissimilar to those of social science research; for example, both require defining problems/issues and objectives, designing data collection tools and analysing data. Given the similarities and the fact that most universities are staffed with experienced social scientists, universities are well resourced to provide training for their EDI practitioners. Third, skills involved in conducting M&E are transferrable and can be used to pursue careers in multiple sectors. These transferrable skills include project management, data management, data analysis, communication and strategic planning. My project in the University of Oxford has enabled me (as an M&E specialist) to co-implement pilot initiatives with EDI practitioners as a meaningful way to share knowledge and skills of M&E. There are also ready-to-use guides on M&E available online; for example, the National Evaluation Guide for STEM equity programs [2] published by Women in STEM Ambassador in Australia is an excellent resource.",2023,/,BMC Proceedings,17,Supplement 15,,643048852,https://dx.doi.org/10.1186/s12919-023-00275-w,,#116,Leung 2023,"",""
Mentoring for improving gender equality in academic psychiatry,Riecher-Rossler A.; ,"Although in many countries in the meantime more women than men choose medicine and later psychiatry for their training, key positions in hospitals and research are still mainly held by men. The professional career of women is impeded not only by institutional, but also by psychological barriers such as gender role behavior and gender role stereotypes. Mentoring can help young women to overcome these barriers. But usually mentoring starts too late. As studies have shown, important decisions about future career steps are taken already towards the end of medical studies. Therefore, gender sensitive teaching and mentoring should start already at university and should not only address young women, but also young men as potential partners and future colleagues - especially regarding their gender role behavior and stereotypes. Mentoring programs considering gender-specific needs should be implemented in the regular teaching during medical studies and in psychiatric training. Furthermore, women should be coached during their further career steps since there is not only a ""glass ceiling"" that excludes young women from achieving leadership roles. When they finally have achieved such a role, women often face further difficulties stemming from gender stereotypes and traditional gender roles. University teachers and employers should be addressed, as well as politicians. Otherwise, psychiatry not only loses a great potential of talents, but might also miss the chance of reforms towards a more gender-sensitive psychiatry and psychotherapy.",2023,/,European Psychiatry,66,Supplement 1,S14,642172346,https://dx.doi.org/10.1192/j.eurpsy.2023.62,,#117,Riecher-Rossler 2023,"",""
Leadership Development in Early Career Scientists: Themes and Feedback from Executive Coaching and Mindful Leadership Training,Morrow M.M.B.; ; Schafer M.J.; Kantarci K.; Mielke M.M.; Vachon C.M.; Winham S.J.,"Background: Career development is essential for all academic stages, but particularly critical for the growth and retention of early career scientists. In addition to scientific technical training, professional skill development is crucial for the upward transition from postdoctoral trainee to early faculty member and beyond. Building leadership skills, specifically, is an important component of professional development, and the evaluation and reporting of professional development are important to improve and enhance the impact of programs. <ovid:br/>Method(s): The purpose of this article is to share the program evaluation performed on leadership development activities, including executive coaching and mindful leadership training provided to a small group of early career scientists who participated in the National Institutes of Health (NIH)-funded Mayo Clinic Specialized Center of Research Excellence (SCORE) in Sex Differences Career Enhancement Core and Building Interdisciplinary Research Careers in Women's Health (BIRCWH) K12 programs during 2020-2022. <ovid:br/>Result(s): Eighty-seven percent of participants rated their satisfaction with the executive coaching program as ''Very Satisfied'' or ''Satisfied,'' and 75% of participants were ''Very Satisfied'' or ''Satisfied'' with the mindful leadership training program. The findings of this program evaluation highlight the value of communication skills for navigating precarious situations, building self-efficacy and intentionality in making and holding boundaries for an individual's time and energy. Further, the individualized small group format of the activities allowed for deeper introspection and peer to peer connection. <ovid:br/>Conclusion(s): The identification of common themes within the Mayo Clinic program provides guidance to other academic environments on areas where they can support their early career scientists.<ovid:br/>Copyright &#xa9; Mary Ann Liebert, Inc.",2023,/,Journal of Women's Health,32,8,877EP  - 882,2026655903,https://dx.doi.org/10.1089/jwh.2023.0024,37585518,#118,Morrow 2023,"",""
"""Everybody needs a little MAGIC"": mid-career scientists reflect on the impact of Mentoring and Guidance in Careers (MAGIC) Workshops",Sikora J.; ; McKinnon M.,"Background Mentoring and Guidance in Careers Workshops (MAGIC) were fiveday long residential training and networking events held at the Australian National University (ANU), initiated by Professors Mahananda Dasgupta (physics - ANU) and Nalini Joshi (mathematics - University of Sydney) as part of their ARC Georgina Sweet Fellowships. Open to female-identifying scientists within the first seven years of their career in the typically male-dominated fields of mathematics, physics, chemistry and related fields, the fully-funded workshops attracted about 35 participants each year between 2017 and 2019. MAGIC aimed to provide participants with resources to enable long-term career planning and overcome cultural or institutional challenges to forge a successful career. Experts from academia, government and industry contributed to panel discussions and exercises and provided participants with individual assistance. Most importantly, participants shared their successes and the challenges they faced at the early stages of their careers with peers and senior leaders in cognate disciplines. Feedback immediately following each MAGIC workshop showed early-career scientists found MAGIC extraordinarily relevant and helpful - but did that withstand the test of time? Methods Towards the end of 2021, we interviewed 49 out of 106 participants, capturing comprehensive reflections on the perceived impact that MAGIC workshops had on participants' lives in the two to four years that followed. In total, the semi-structured interviews took over 50 hours and generated nearly half a million words in transcripts. Results In this talk, we present the results of a preliminary thematic analysis, focusing on the perceived benefits of such a workshop format. Conclusions We highlight what aspects of MAGIC work to support early-career scientists in male-dominated fields and what areas need more focus to create more inclusive and equitable systems. Aside from offering insight into effective mechanisms and inclusions for use in gender equity initiatives, we will also reflect on the challenges of assessing the effectiveness of MAGIC and other gender equity interventions [1] and highlight the benefits of adopting a longitudinal approach such as ours.",2023,/,BMC Proceedings,17,Supplement 15,,643048849,https://dx.doi.org/10.1186/s12919-023-00275-w,,#119,Sikora 2023,"",""
4.74 Role of Peer Mentorship in Burnout Prevention and Well-Being of Resident Physicians: A Systematic Review,Agrawal A.; ; Singh J.; Aljader T.; Patel A.,"Objectives: Physician burnout is a growing problem in the healthcare industry, higher than other professions. This systematic review aims to assess if peer mentorship is an effective tool in combating and preventing burnout in resident physicians. It also aims to determine if characteristics of the mentorship, such as structured vs unstructured and self-initiated vs appointed areas of mentorship, contribute to an effective peer mentorship in the studies chosen. The third objective is to identify the ways in which peer mentorship helps combat burnout. <ovid:br/>Method(s): Three databases (PubMed, Medical Subject Headings [MeSH], and Google Scholar) were searched with the following keywords: Peer-mentorship, Burnout, Resident Mentorship, Technology, Peer-support, Early career, and Mentors, in different combinations. A total number of 67 articles were selected as per the inclusion criteria and relevancy to the research topic. Quality appraisal was done using the ROBINS-I (Risk of Bias in Nonrandomized Studies of Interventions), the Newcastle-Ottawa Scale, and AMSTAR 2 (A MeaSurement Tool to Assess systematic Reviews) checklist depending on the type of study, which resulted in a further reduction to 22 papers. The review was conducted following PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analysis) guidelines. <ovid:br/>Result(s): Peer mentorship can combat burnout and benefit resident physicians in many ways, including increased career satisfaction, posttraining planning, research publications, and even influence main career decisions such as joining academia. Peer mentorship was shown to decrease emotional exhaustion and depersonalization, foster a sense of community, and prevent loneliness in the workplace. Adequate mentorship is lacking, and gender disparity is an issue. The efficacy of different approaches, a focus on curriculum and career vs wellness, group vs one-to-one, and other areas, need further research. Formal and structured mentorship was shown to have superior effectiveness along with a focus on resident-specific goals. Being a mentor was also found to be fulfilling for an established physician. To note, self-initiation and effort showed better compatibility. Gender disparity needs to be kept in mind, with studies reporting decreased access to female-identifying individuals and inappropriate interactions between mentor and mentee. <ovid:br/>Conclusion(s): Peer mentorship is an evidence-based tool that should be incorporated to prevent burnout in resident physicians. Further study is warranted to consolidate the characteristics of mentorship that makes it most effective. AC, R, REST<ovid:br/>Copyright &#xa9; 2023",2023,/,Journal of the American Academy of Child and Adolescent Psychiatry,62,10 Supplement,S256EP  - S257,2027711980,https://dx.doi.org/10.1016/j.jaac.2023.09.318,,#120,Agrawal 2023,"",""
Gender Disparities in Faculty Rank and Mentorship opportunities Within a Sample of US Academic Infectious Disease Divisions,Hollenberg B.; ; Cawcutt K.; Marcelin J.R.; Zimmer A.J.; Cortes-Penfield N.W.,"Background. Gender inequities in promotion within academic medicine, including academic infectious diseases (ID), are well-documented. Effective mentorship is a key component of career advancement and data show that same-gender mentorship can be valuable for women junior faculty learning to navigate academia. We compared the gender, bibliometrics, and mentorship opportunity distributions of ID faculty at each academic rank (instructor vs assistant, associate, or full professor) across several US medical centers. Methods. We randomly selected five academic medical centers from the US World News & Reports top 100 medical school rankings that had ID division websites including a faculty listing with ranks and years since graduation. We recorded each physician faculty's rank and gender based on the written biography, using a validated tool (genderize.io) to determine gender if not given, and collected each faculty's traditional bibliometric data via Google Scholar. Results. We included 221 faculty (107 women) from five ID divisions (mean 44 faculty). Women accounted for 5/12 (42%) of instructors, 62/109 (57%) of assistant professors, 19/44 (43%) of associate professors, and 21/56 (38%) of full professors. Junior faculty women (instructor or assistant) had a median 0.6 potential same-gender senior mentors per mentee within their divisions versus 1.1 for men; associate professor women had a median 1.0 potential same-gender senior mentor per mentee versus 1.7 for men. Measures of academic productivity, such as annual publications, citations, and h-index growth since graduation from fellowship were similar between men and women. Conclusion. Our findings support published studies demonstrating lower proportions of women in successively senior positions within academic ID divisions despite similar scholarly activity and suggest that fewer within-institution opportunities for senior mentorship might be a contributing factor.",2023,/,Open Forum Infectious Diseases,10,Supplement 2,S482,643250512,https://dx.doi.org/10.1093/ofid/ofad500.927,,#121,Hollenberg 2023,"",""
WOMEN FACULTY AND FULL-TIME CLINICAL FACULTY MENTORSHIP NEEDS NOT MET WITH TRADITIONAL MENTORSHIP STRU CTU RES,Deshpande N.; ; Starks H.; Cornia P.B.; Sokol-Hessner L.; Chander G.; Mookherjee S.,"BACKGROUND: Mentorship is vital for academic medicine faculty career advancement, productivity, job satisfaction, and retention, yet specific mentoring needs and preferences are not well understood, particularly for full-time clinical faculty (FTC). There is a gender gap in advancement and promotion in academic medicine and mentorship is also vulnerable to bias. We surveyed our Division of General Internal Medicine (DGIM) faculty to determine gender and promotion pathway differences in 1) having mentors; 2) satisfaction with mentorship; 3) preferences for finding mentors; and 4) barriers to providing and receiving mentorship. <ovid:br/>METHOD(S): DGIM includes 307 inpatient, outpatient and research faculty across multiple sites. We created a 24-item survey to assess the 4 domains above and examined the distribution of responses by gender and promotion track using chi-square tests. Faculty were invited to respond in October 2022. <ovid:br/>RESULT(S): 192 (63%) faculty completed the survey. 40 were not queried on satisfaction with mentors: 29 had <4 months in DGIM and we presumed their mentors were at prior institutions; 11 were unsure whether they had a mentor. Frequency: 107/192 (56%) faculty reported having at least 1 mentor; the proportion of faculty with mentors was similar for women (n=108, 54%) and men (n=79, 59%, p=0.667). There were significant differences by track among who had mentors (40/90, 44% FTC vs 46/58, 79% Clinician-Scholar, and 18/23, 78% Physician- Scientist, p<0.001). Satisfaction with current mentorship: 65% of faculty with mentors were satisfied. Similar proportions of women (67%) and men (64%) reported satisfaction with mentorship (p=0.895). Among faculty with mentors who were dissatisfied, 18% were CS, compared to 11% FTC and 6% PS (p=0.028). 28/52 (54%) faculty without mentors were dissatisfied with their lack of mentorship; most were FTC (n=17, 65%) or CS (n=9, 35%, p=0.002); all 4 PS with no mentor were satisfied. Preferences: More women preferred assistance (facilitated connection or mentor assignment) with finding a mentor to support promotion (52% vs 44% for men, p=0.044) and career development (80% vs 62%, p=0.009). More FTC, compared to CS or PS, preferred assistance with finding mentors for promotion (80% vs 66% vs 50%, p=0.001) and career development (77% vs 59% vs 42%, p=0.001). Barriers: Lack of time was the most prevalent barrier for both receiving (56%) and providing (58%) mentorship. <ovid:br/>CONCLUSION(S): While many faculty reported satisfaction with current mentorship, we identified opportunities for improvement. Many faculty without mentors were dissatisfied by the lack of mentorship and FTC tended to lack mentorship. Women preferred facilitated connections with potential mentors. Mentorship programs must provide mentorship opportunities that address these differences and invest in protecting time for mentorship activities.",2023,/,Journal of General Internal Medicine,38,Supplement 2,S104,641879629,https://dx.doi.org/10.1007/s11606-023-08226-z,,#122,Deshpande 2023,"",""
WOMen profEssioNal developmenT oUtcome Metrics in Academic Emergency Medicine: Results from the WOMENTUM Modified Delphi Study,Love J.S.; ; Zeidan A.J.; Khatri U.G.; Samuels-Kalow M.E.; Mills A.M.; Hsu C.H.,"Introduction: To address persistent gender inequities in academic medicine, women professional development groups (PDG) have been developed to support the advancement of women in medicine. While these programs have shown promising outcomes, long-term evaluative metrics do not currently exist. The objective of this study was to establish metrics to assess women's PDGs. <ovid:br/>Method(s): This was a modified Delphi study that included an expert panel of current and past emergency department (ED) chairs and Academy for Women in Academic Emergency Medicine (AWAEM) presidents. The panel completed three iterative surveys to develop and rank metrics to assess women PDGs. Metrics established by the expert panel were also distributed for member-checking to women EM faculty. <ovid:br/>Result(s): The expert panel ranked 11 metrics with high to moderate consensus ranking with three metrics receiving greater than 90% consensus: gender equity strategy and plan; recruitment; and compensation. Members ranked 12 metrics with high consensus with three metrics receiving greater than 90% consensus: gender equity strategy and plan; compensation; and gender equity in promotion rates among faculty. Participants emphasized that departments should be responsible for leading gender equity efforts with PDGs providing a supportive role. <ovid:br/>Conclusion(s): In this study, we identified metrics that can be used to assess academic EDs' gender equity initiatives and the advisory efforts of a departmental women's PDG. These metrics can be tailored to individual departmental/institutional needs, as well as to a PDG's mission. Importantly, PDGs can use metrics to develop and assess programming, acknowledging that many metrics are the responsibility of the department rather than the PDG.<ovid:br/>Copyright: &#xa9; 2022 Love et al. This is an open access article distributed in accordance with the terms of the Creative Commons Attribution (CC BY 4.0) License. See: http://creativecommons.org/licenses/by/4.0/",2022,/,Western Journal of Emergency Medicine,23,5,660EP  - 671,2020684675,https://dx.doi.org/10.5811/westjem.2022.6.56608,36205680,#123,Love 2022,"",""
Impact of Mentoring on Academic Career Success for Women in Medicine: A Systematic Review,Shen M.R.; ; Tzioumis E.; Andersen E.; Wouk K.; McCall R.; Li W.; Girdler S.; Malloy E.,"PURPOSE: Research has shown that barriers to career success in academic medicine disproportionately affect women. These barriers include inadequate mentoring, which may perpetuate the underrepresentation of women in senior leadership positions. The purpose of this review was to summarize the qualitative and quantitative evidence of the impact of mentoring on women's career outcomes and to inform future interventions to support the promotion and retention of women in academic medicine. <ovid:br/>METHOD(S): The authors conducted a systematic review of original research published in English-language, peer-reviewed journals through March 20, 2020. Search terms related to mentorship, women, and academic medicine. The authors searched MEDLINE, Embase, Scopus, Current Contents Connect via Web of Science, Cochrane Library, and PsycINFO. They excluded studies not specifically addressing women and those without gender-stratified outcomes. They extracted and analyzed the following data: study design, population, sample size, response rate, participant age, percentage of women, mentoring prevalence, and outcomes. <ovid:br/>RESULT(S): Of 2,439 citations identified, 91 studies met the inclusion criteria, including 65 quantitative and 26 qualitative studies. Mentoring was associated with objective and subjective measures of career success. Women perceived mentorship to be more valuable to their career development yet were more likely to report having no mentor. Additionally, women were more likely to report lower levels of research productivity, less career satisfaction, and greater barriers to promotion. Qualitative results indicated that women had less access to informal mentoring and family responsibilities had a greater effect on their career outcomes. Professional networking, female mentors, and relational aspects of mentoring were common themes. <ovid:br/>CONCLUSION(S): This review examined gender disparities in mentoring and the impact on research productivity, promotion success, and career satisfaction for women in academic medicine. Institution-supported mentoring programs are needed to facilitate identification of appropriate mentors and promotion of a more equitable academic career environment for women.<ovid:br/>Copyright &#xa9; 2021 by the Association of American Medical Colleges.",2022,/,Academic medicine : journal of the Association of American Medical Colleges,97,3,444EP  - 458,636905494,https://dx.doi.org/10.1097/ACM.0000000000004563,34907962,#124,Shen 2022,"",""
Characteristics and Experiences of Women Physicians and Professionals in NAEMSP,Staats K.; ; Counts C.R.; Dyer K.S.; Stemerman R.; Braithwaite S.; Luke A.; Mercer M.P.,"Introduction: One of the six guiding principles of the EMS Agenda 2050 is to foster a socially equitable care delivery system. A specific recommendation within this principle is that ""local EMS leadership, educators and clinicians [should] reflect the diversity of their communities."" Research has shown that women comprise a minority of emergency medicine services (EMS) field clinicians. In academic settings, women are represented at lower rates among experienced EMS faculty than within Emergency Medicine clinicians or faculty at large. The reasons for these differences are also unknown. Little data exist describing the number or experience of female physicians and professionals in EMS. <ovid:br/>Purpose(s): Our objective was to describe the composition and experiences of EMS physicians, researchers and professionals who participate in the Women in EMS group of the National Association of EMS Physicians (NAEMSP). <ovid:br/>Method(s): We performed a cross-sectional, mixed-methods descriptive study of women belonging to the Women in EMS Committee of NAEMSP. A survey was sent to the 143 members of this group using a list-serve, and the data was collected in Redcap. <ovid:br/>Result(s): Seventy-four people completed the survey. Respondents were 96% female, 82% Caucasian, 11% underrepresented minorities (URM), and 7% LGBTQI. Of the 88% that are physicians, 78% are board certified in Emergency Medicine, compared to 55% in EMS. Forty-eight percent reported they received some form of mentorship. Among these respondents, a minority reported female mentorship, which was usually from a remote rather than local mentor (41% vs. 15%). Eighty-three percent of respondents had experienced some form of discrimination or harassment in their career, but only 68% reported their workplace culture discourages such behavior. Thirty-three percent of respondents report receiving unequal recognition because of gender. Thematic evaluation of the qualitative responses showed that respondents felt there were fewer barriers to mentorship and professional advancement opportunities in local work versus national engagement. <ovid:br/>Conclusion(s): In a survey evaluating representation of female professionals in EMS, participants reported on their career representations, and experiences of gender-based inequity within their EMS career settings. Several opportunities exist to improve diversity, equity, and inclusion for women in EMS based on our findings.",2022,/,Prehospital emergency care,26,5,689EP  - 699,636388375,https://dx.doi.org/10.1080/10903127.2021.1992051,34644240,#126,Staats 2022,"",""
Evaluation of two longitudinal faculty leadership training programs: behavioral change and institutional impact,Mayowski C.A.; ; Norman M.K.; Proulx C.N.; Hamm M.E.; Martin M.K.; Zellers D.F.; Rubio D.M.; Levine A.S.,"PURPOSE: Building leadership skills among faculty in academic medicine is essential, yet professional development programs focused on leadership are not always attentive to the needs of faculty on diverse career pathways or at differing career stages-nor are they often rigorously assessed. Evaluations commonly focus on participant satisfaction and short-term learning but not behavior change and institutional impact, which are difficult to assess but arguably more meaningful. Given the substantial time and money invested in these programs, more rigorous evaluation is critical. DESIGN/METHODOLOGY/APPROACH: The authors evaluated an intensive, shared leadership-focused training program for early-career and mid-career faculty, offered by the University of Pittsburgh's School of Medicine over the course of a year. They administered a pre/post-program assessment of confidence in key skill areas, and conducted semi-structured interviews with 21 participants between 1-4 years after program completion. FINDINGS: Participants in both programs showed statistically significant improvement (p < 0.001) on every item measured in the pre/post-test. Analysis of the interviews revealed indications of substantial behavior change as well as institutional impact. The evaluation also suggested particular benefits for female professionals. ORIGINALITY/VALUE: The authors conducted a long-term assessment of leadership training focused on career pathway and career stage and found that it (a) prompted both positive behavioral change and institutional impact and (b) suggested benefits for female faculty in particular, which could potentially help to eliminate gender-based disparities in leadership in academic medical centers.<ovid:br/>Copyright &#xa9; Emerald Publishing Limited.",2022,/,Journal of health organization and management,ahead-of-print,aheadofprint,,638199255,https://dx.doi.org/10.1108/JHOM-03-2022-0088,35673769,#127,Mayowski 2022,"",""
Centralized Otolaryngology Research Efforts: Stepping-stones to Innovation and Equity in Otolaryngology-Head and Neck Surgery,Brenner M.J.; ; Nelson R.F.; Valdez T.A.; Moody-Antonio S.A.; Nathan C.-A.O.; St John M.A.; Francis H.W.,"The Centralized Otolaryngology Research Efforts (CORE) grant program coordinates research funding initiatives across the subspecialties of otolaryngology-head and neck surgery. Modeled after National Institutes of Health study sections, CORE grant review processes provide comprehensive reviews of scientific proposals. The organizational structure and grant review process support grant-writing skills, attention to study design, and other components of academic maturation toward securing external grants from the National Institutes of Health or other agencies. As a learning community and a catalyst for scientific advances, CORE evaluates clinical, translational, basic science, and health services research. Amid the societal reckoning around long-standing social injustices and health inequities, an important question is to what extent CORE engenders diversity, equity, and inclusion for the otolaryngology workforce. This commentary explores CORE's track record as a stepping-stone for promoting equity and innovation in the specialty. Such insights can help maximize opportunities for cultivating diverse leaders across the career continuum.<ovid:br/>Copyright &#xa9; American Academy of Otolaryngology-Head and Neck Surgery Foundation 2021.",2022,/,Otolaryngology - Head and Neck Surgery (United States),166,6,1192EP  - 1195,2014498782,https://dx.doi.org/10.1177/01945998211065465,34905423,#128,Brenner 2022,"",""
A remote mentorship model for empowering students to undertake electrocardiology research: Effects on gender equity,Nam R.H.K.; ; Tse G.; Liu T.; Jeevaratnam K.; Lee S.,"Over the past years, there has been increasing awareness on female representation in cardiology, in particular senior academic ranks. Given the gender disparity in cardiology, female talents in cardiovascular academic medicine are significantly under-represented. In addition, whilst women have a slightly higher frequency of earning first authorships, it has been reported that women are 50% less likely to hold a senior authorship position. The drop in female representation in senior ranks of academic medicine may be contributed by a lack of female talent engagement, particularly during their early-career advancement, in high-impact journals and leadership roles. We present a remote, accessible-distributed research team model to help raise the female representation and tackle the challenges faced by female academics in the field of cardiovascular medicine. The group celebrates accessibility through open communication and collaboration, where mentees can seek research advice and ideas virtually from senior members and principal investigators. The decentralized system allows easy access for research guidance and inspirationand break down barriers in the lack of mentorship for early-career female talents. Students are empowered to lead their projects, and be involved in all phases- from the generation of study ideas to publication. The early development of holistic independent research skills equips students to become principal investigators and leaders in the future. The distributive element of the group is demonstrated through the decentralized research approach employed. Authorship is allocated based on intellectual contribution rather than on the acquisition of funding or seniority level.<ovid:br/>Copyright &#xa9; 2022",2022,/,Journal of Electrocardiology,72,"(Nam, Tse, Lee) Medical Education Unit, Cardiovascular Analytics Group, China-UK Collaboration, Hong Kong, Hong Kong(Tse, Liu) Tianjin Key Laboratory of Ionic-Molecular Function of Cardiovascular Disease, Department of Cardiology, Tianjin Institute of Car",128EP  - 130,2017906450,https://dx.doi.org/10.1016/j.jelectrocard.2022.04.004,35500432,#129,Nam 2022,"",""
